id,name,organism,known_action,inhibition_strength,induction_strength,position,parent_key
BE0002362,Cytochrome P450 3A5,Human,unknown,unknown,unknown,2,DB00227
BE0003612,Cytochrome P450 3A7,Human,unknown,unknown,unknown,3,DB00227
BE0003562,Serum paraoxonase/lactonase 3,Human,unknown,unknown,unknown,4,DB00227
BE0002887,Cytochrome P450 2C8,Human,unknown,unknown,unknown,5,DB00227
BE0002793,Cytochrome P450 2C9,Human,unknown,unknown,unknown,6,DB00227
BE0003536,Cytochrome P450 2C19,Human,unknown,unknown,unknown,7,DB00227
BE0002363,Cytochrome P450 2D6,Human,unknown,unknown,unknown,8,DB00227
BE0003541,UDP-glucuronosyltransferase 1-1,Human,unknown,unknown,unknown,9,DB00227
BE0003677,UDP-glucuronosyltransferase 1-3,Human,unknown,unknown,unknown,10,DB00227
BE0003679,UDP-glucuronosyltransferase 2B7,Human,unknown,unknown,unknown,11,DB00227
BE0003533,Cytochrome P450 2E1,Human,unknown,unknown,unknown,NA,DB00228
BE0003536,Cytochrome P450 2C19,Human,unknown,unknown,unknown,NA,DB00231
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,21,DB00231
BE0003549,Cytochrome P450 2B6,Human,unknown,unknown,unknown,22,DB00231
BE0002887,Cytochrome P450 2C8,Human,unknown,unknown,unknown,23,DB00231
BE0002793,Cytochrome P450 2C9,Human,unknown,unknown,unknown,24,DB00231
BE0001075,Myeloperoxidase,Human,unknown,unknown,unknown,6,DB00233
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,NA,DB00234
BE0002363,Cytochrome P450 2D6,Human,unknown,unknown,unknown,NA,DB00234
BE0003549,Cytochrome P450 2B6,Human,unknown,unknown,strong,NA,DB00238
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,NA,DB00238
BE0002362,Cytochrome P450 3A5,Human,unknown,unknown,unknown,NA,DB00238
BE0002793,Cytochrome P450 2C9,Human,unknown,unknown,unknown,NA,DB00238
BE0003336,Cytochrome P450 2A6,Human,unknown,unknown,unknown,NA,DB00238
BE0002363,Cytochrome P450 2D6,Human,unknown,moderate,unknown,1,DB00238
BE0002433,Cytochrome P450 1A2,Human,unknown,unknown,unknown,4,DB00238
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,3,DB00239
BE0003536,Cytochrome P450 2C19,Human,unknown,unknown,unknown,4,DB00239
BE0002804,Deoxycytidine kinase,Human,unknown,unknown,unknown,NA,DB00242
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,NA,DB00243
BE0002363,Cytochrome P450 2D6,Human,unknown,moderate,unknown,NA,DB00243
BE0003536,Cytochrome P450 2C19,Human,unknown,unknown,unknown,2,DB00245
BE0002363,Cytochrome P450 2D6,Human,unknown,unknown,unknown,3,DB00245
BE0002638,Cytochrome P450 3A4,Human,unknown,moderate,unknown,1,DB00246
BE0002362,Cytochrome P450 3A5,Human,unknown,unknown,unknown,2,DB00246
BE0003612,Cytochrome P450 3A7,Human,unknown,unknown,unknown,3,DB00246
BE0002433,Cytochrome P450 1A2,Human,unknown,unknown,unknown,26,DB00246
BE0002363,Cytochrome P450 2D6,Human,unknown,weak,unknown,27,DB00246
BE0004866,CYP3A,Human,no,unknown,unknown,9,DB00247
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,NA,DB00248
BE0002362,Cytochrome P450 3A5,Human,unknown,unknown,unknown,NA,DB00250
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,NA,DB00250
BE0003606,Dimethylaniline monooxygenase [N-oxide-forming] 3,Human,unknown,unknown,unknown,NA,DB00250
BE0000017,Prostaglandin G/H synthase 1,Human,unknown,unknown,unknown,NA,DB00250
BE0000262,Prostaglandin G/H synthase 2,Human,unknown,unknown,unknown,NA,DB00250
BE0002887,Cytochrome P450 2C8,Human,unknown,unknown,unknown,NA,DB00250
BE0003536,Cytochrome P450 2C19,Human,unknown,unknown,unknown,NA,DB00250
BE0003607,Arylamine N-acetyltransferase 2,Human,unknown,unknown,unknown,NA,DB00250
BE0002793,Cytochrome P450 2C9,Human,unknown,unknown,unknown,NA,DB00250
BE0003612,Cytochrome P450 3A7,Human,unknown,unknown,unknown,NA,DB00250
BE0003533,Cytochrome P450 2E1,Human,unknown,unknown,unknown,NA,DB00250
BE0001075,Myeloperoxidase,Human,unknown,unknown,unknown,1,DB00250
BE0003611,Cytochrome P450 2C18,Human,unknown,unknown,unknown,2,DB00250
BE0002793,Cytochrome P450 2C9,Human,unknown,unknown,strong,1,DB00252
BE0003536,Cytochrome P450 2C19,Human,unknown,unknown,unknown,2,DB00252
BE0002887,Cytochrome P450 2C8,Human,unknown,unknown,unknown,3,DB00252
BE0003549,Cytochrome P450 2B6,Human,unknown,unknown,strong,4,DB00252
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,strong,5,DB00252
BE0003611,Cytochrome P450 2C18,Human,unknown,unknown,unknown,6,DB00252
BE0002362,Cytochrome P450 3A5,Human,unknown,unknown,unknown,7,DB00252
BE0003612,Cytochrome P450 3A7,Human,unknown,unknown,unknown,8,DB00252
BE0000731,"Cytochrome P450 11B1, mitochondrial",Human,unknown,unknown,unknown,9,DB00252
BE0003541,UDP-glucuronosyltransferase 1-1,Human,no,unknown,unknown,13,DB00252
BE0002638,Cytochrome P450 3A4,Human,unknown,strong,unknown,4,DB00254
BE0002089,Catechol O-methyltransferase,Human,unknown,unknown,unknown,NA,DB00255
BE0002090,Cytochrome P450 19A1,Human,unknown,unknown,unknown,NA,DB00255
BE0003336,Cytochrome P450 2A6,Human,unknown,unknown,unknown,NA,DB00255
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,4,DB00255
BE0002887,Cytochrome P450 2C8,Human,unknown,unknown,unknown,5,DB00255
BE0002793,Cytochrome P450 2C9,Human,unknown,unknown,unknown,6,DB00255
BE0003533,Cytochrome P450 2E1,Human,unknown,unknown,unknown,7,DB00255
BE0002887,Cytochrome P450 2C8,Human,unknown,moderate,unknown,1,DB00257
BE0002638,Cytochrome P450 3A4,Human,unknown,strong,unknown,1,DB00257
BE0003549,Cytochrome P450 2B6,Human,unknown,unknown,unknown,2,DB00257
BE0003537,"Cholesterol side-chain cleavage enzyme, mitochondrial",Human,unknown,unknown,unknown,3,DB00257
BE0002433,Cytochrome P450 1A2,Human,unknown,unknown,unknown,4,DB00257
BE0002363,Cytochrome P450 2D6,Human,unknown,moderate,unknown,5,DB00257
BE0000731,"Cytochrome P450 11B1, mitochondrial",Human,unknown,unknown,unknown,9,DB00257
BE0002090,Cytochrome P450 19A1,Human,unknown,unknown,unknown,10,DB00257
BE0003336,Cytochrome P450 2A6,Human,unknown,strong,unknown,11,DB00257
BE0003536,Cytochrome P450 2C19,Human,unknown,unknown,unknown,12,DB00257
BE0002793,Cytochrome P450 2C9,Human,unknown,moderate,unknown,13,DB00257
BE0003533,Cytochrome P450 2E1,Human,unknown,moderate,unknown,14,DB00257
BE0003612,Cytochrome P450 3A7,Human,unknown,unknown,unknown,15,DB00257
BE0003536,Cytochrome P450 2C19,Human,unknown,unknown,unknown,2,DB00259
BE0002793,Cytochrome P450 2C9,Human,unknown,unknown,unknown,3,DB00259
BE0002363,Cytochrome P450 2D6,Human,unknown,unknown,unknown,4,DB00259
BE0003533,Cytochrome P450 2E1,Human,unknown,unknown,unknown,5,DB00259
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,6,DB00259
BE0002151,Aromatic-L-amino-acid decarboxylase,Human,unknown,unknown,unknown,1,DB00260
BE0002433,Cytochrome P450 1A2,Human,unknown,unknown,unknown,NA,DB00261
BE0002433,Cytochrome P450 1A2,Human,unknown,unknown,unknown,NA,DB00262
BE0002793,Cytochrome P450 2C9,Human,unknown,unknown,unknown,NA,DB00263
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,1,DB00263
BE0002363,Cytochrome P450 2D6,Human,unknown,moderate,unknown,NA,DB00264
BE0003536,Cytochrome P450 2C19,Human,unknown,unknown,unknown,4,DB00264
BE0002793,Cytochrome P450 2C9,Human,unknown,unknown,unknown,4,DB00266
BE0002433,Cytochrome P450 1A2,Human,unknown,moderate,unknown,1,DB00268
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,2,DB00268
BE0002363,Cytochrome P450 2D6,Human,unknown,moderate,unknown,3,DB00268
BE0002090,Cytochrome P450 19A1,Human,unknown,unknown,unknown,1,DB00269
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,NA,DB00270
BE0003536,Cytochrome P450 2C19,Human,unknown,weak,unknown,NA,DB00273
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,6,DB00273
BE0002363,Cytochrome P450 2D6,Human,unknown,unknown,unknown,5,DB00276
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,NA,DB00277
BE0002433,Cytochrome P450 1A2,Human,unknown,moderate,unknown,NA,DB00277
BE0002214,Adenosine deaminase,Human,unknown,unknown,unknown,NA,DB00277
BE0003533,Cytochrome P450 2E1,Human,unknown,unknown,unknown,NA,DB00277
BE0003543,Cytochrome P450 1A1,Human,unknown,unknown,unknown,8,DB00277
BE0001111,Cytochrome P450 1B1,Human,unknown,unknown,unknown,9,DB00277
BE0002887,Cytochrome P450 2C8,Human,unknown,unknown,unknown,10,DB00277
BE0002793,Cytochrome P450 2C9,Human,unknown,unknown,unknown,11,DB00277
BE0002363,Cytochrome P450 2D6,Human,unknown,unknown,unknown,12,DB00277
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,1,DB00278
BE0002362,Cytochrome P450 3A5,Human,unknown,unknown,unknown,2,DB00278
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,NA,DB00280
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,1,DB00281
BE0002363,Cytochrome P450 2D6,Human,unknown,unknown,unknown,2,DB00281
BE0002362,Cytochrome P450 3A5,Human,unknown,unknown,unknown,3,DB00281
BE0003612,Cytochrome P450 3A7,Human,unknown,unknown,unknown,4,DB00281
BE0002433,Cytochrome P450 1A2,Human,unknown,moderate,unknown,5,DB00281
BE0002793,Cytochrome P450 2C9,Human,unknown,unknown,unknown,6,DB00281
BE0002887,Cytochrome P450 2C8,Human,unknown,unknown,unknown,7,DB00281
BE0003611,Cytochrome P450 2C18,Human,unknown,unknown,unknown,8,DB00281
BE0003336,Cytochrome P450 2A6,Human,unknown,unknown,unknown,9,DB00281
BE0003549,Cytochrome P450 2B6,Human,unknown,unknown,unknown,10,DB00281
BE0002363,Cytochrome P450 2D6,Human,unknown,moderate,unknown,NA,DB00283
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,1,DB00283
BE0002363,Cytochrome P450 2D6,Human,unknown,weak,unknown,NA,DB00285
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,NA,DB00285
BE0002793,Cytochrome P450 2C9,Human,unknown,unknown,unknown,NA,DB00285
BE0003536,Cytochrome P450 2C19,Human,unknown,unknown,unknown,NA,DB00285
BE0003549,Cytochrome P450 2B6,Human,unknown,unknown,unknown,5,DB00285
BE0002638,Cytochrome P450 3A4,Human,no,unknown,unknown,1,DB00286
BE0002433,Cytochrome P450 1A2,Human,unknown,weak,unknown,2,DB00286
BE0002089,Catechol O-methyltransferase,Human,unknown,unknown,unknown,3,DB00286
BE0002363,Cytochrome P450 2D6,Human,unknown,moderate,unknown,NA,DB00289
BE0003536,Cytochrome P450 2C19,Human,unknown,unknown,unknown,2,DB00289
BE0002638,Cytochrome P450 3A4,Human,unknown,weak,unknown,3,DB00289
BE0004697,Bleomycin hydrolase,Human,unknown,unknown,unknown,3,DB00290
BE0000814,Glutathione S-transferase P,Human,unknown,unknown,unknown,1,DB00291
BE0000731,"Cytochrome P450 11B1, mitochondrial",Human,unknown,unknown,unknown,4,DB00292
BE0003542,"Cytochrome P450 11B2, mitochondrial",Human,unknown,unknown,unknown,5,DB00292
BE0002090,Cytochrome P450 19A1,Human,unknown,unknown,unknown,6,DB00292
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,NA,DB00294
BE0002363,Cytochrome P450 2D6,Human,unknown,unknown,unknown,NA,DB00295
BE0002887,Cytochrome P450 2C8,Human,unknown,unknown,unknown,5,DB00295
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,6,DB00295
BE0003679,UDP-glucuronosyltransferase 2B7,Human,unknown,unknown,unknown,7,DB00295
BE0003541,UDP-glucuronosyltransferase 1-1,Human,unknown,unknown,unknown,8,DB00295
BE0003682,UDP-glucuronosyltransferase 1-8,Human,unknown,unknown,unknown,9,DB00295
BE0004696,UDP-glucuronosyltransferase 2B15,Human,unknown,unknown,unknown,10,DB00295
BE0003681,UDP-glucuronosyltransferase 2B4,Human,unknown,unknown,unknown,11,DB00295
BE0003677,UDP-glucuronosyltransferase 1-3,Human,unknown,unknown,unknown,12,DB00295
BE0002433,Cytochrome P450 1A2,Human,unknown,unknown,unknown,NA,DB00296
BE0003549,Cytochrome P450 2B6,Human,unknown,unknown,unknown,1,DB00296
BE0002363,Cytochrome P450 2D6,Human,unknown,unknown,unknown,2,DB00296
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,3,DB00296
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,NA,DB00297
BE0002433,Cytochrome P450 1A2,Human,unknown,unknown,unknown,3,DB00297
BE0003536,Cytochrome P450 2C19,Human,unknown,unknown,unknown,4,DB00297
BE0002363,Cytochrome P450 2D6,Human,unknown,unknown,unknown,5,DB00297
BE0002433,Cytochrome P450 1A2,Human,unknown,unknown,unknown,2,DB00300
BE0004477,"Adenylate kinase 2, mitochondrial",Human,unknown,unknown,unknown,8,DB00300
BE0004780,"Adenylate kinase 4, mitochondrial",Human,unknown,unknown,unknown,9,DB00300
BE0003106,Nucleoside diphosphate kinase A,Human,unknown,unknown,unknown,10,DB00300
BE0003281,Nucleoside diphosphate kinase B,Human,unknown,unknown,unknown,11,DB00300
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,1,DB00301
BE0002364,NADPH--cytochrome P450 reductase,Human,unknown,unknown,unknown,NA,DB00305
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,NA,DB00307
BE0002793,Cytochrome P450 2C9,Human,unknown,unknown,unknown,4,DB00307
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,NA,DB00309
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,strong,NA,DB00312
BE0003536,Cytochrome P450 2C19,Human,unknown,unknown,unknown,11,DB00312
BE0003336,Cytochrome P450 2A6,Human,unknown,unknown,strong,12,DB00312
BE0003336,Cytochrome P450 2A6,Human,unknown,unknown,unknown,0,DB00313
BE0003549,Cytochrome P450 2B6,Human,unknown,unknown,unknown,0,DB00313
BE0002793,Cytochrome P450 2C9,Human,unknown,moderate,unknown,3,DB00313
BE0002362,Cytochrome P450 3A5,Human,unknown,unknown,unknown,4,DB00313
BE0000017,Prostaglandin G/H synthase 1,Human,unknown,unknown,unknown,5,DB00313
BE0002433,Cytochrome P450 1A2,Human,unknown,unknown,unknown,6,DB00313
BE0003611,Cytochrome P450 2C18,Human,unknown,unknown,unknown,7,DB00313
BE0003536,Cytochrome P450 2C19,Human,unknown,unknown,unknown,8,DB00313
BE0002887,Cytochrome P450 2C8,Human,unknown,unknown,unknown,9,DB00313
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,10,DB00313
BE0003544,UDP-glucuronosyltransferase 1-4,Human,unknown,unknown,unknown,12,DB00313
BE0003682,UDP-glucuronosyltransferase 1-8,Human,unknown,unknown,unknown,13,DB00313
BE0003678,UDP-glucuronosyltransferase 1-10,Human,unknown,unknown,unknown,14,DB00313
BE0004694,UDP-glucuronosyltransferase 1-6,Human,unknown,unknown,unknown,15,DB00313
BE0003677,UDP-glucuronosyltransferase 1-3,Human,unknown,unknown,unknown,16,DB00313
BE0003679,UDP-glucuronosyltransferase 2B7,Human,unknown,unknown,unknown,17,DB00313
BE0004696,UDP-glucuronosyltransferase 2B15,Human,unknown,unknown,unknown,18,DB00313
BE0003538,UDP-glucuronosyltransferase 1-9,Human,unknown,unknown,unknown,20,DB00313
BE0003541,UDP-glucuronosyltransferase 1-1,Human,no,unknown,unknown,29,DB00313
BE0002433,Cytochrome P450 1A2,Human,unknown,unknown,unknown,1,DB00315
BE0002198,Amine oxidase [flavin-containing] A,Human,unknown,unknown,unknown,2,DB00315
BE0003533,Cytochrome P450 2E1,Human,unknown,unknown,unknown,1,DB00316
BE0002433,Cytochrome P450 1A2,Human,unknown,unknown,unknown,2,DB00316
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,3,DB00316
BE0002363,Cytochrome P450 2D6,Human,unknown,unknown,unknown,5,DB00316
BE0003543,Cytochrome P450 1A1,Human,unknown,unknown,unknown,6,DB00316
BE0003336,Cytochrome P450 2A6,Human,unknown,unknown,unknown,7,DB00316
BE0002887,Cytochrome P450 2C8,Human,unknown,unknown,unknown,8,DB00316
BE0003541,UDP-glucuronosyltransferase 1-1,Human,unknown,unknown,unknown,9,DB00316
BE0004694,UDP-glucuronosyltransferase 1-6,Human,unknown,unknown,unknown,10,DB00316
BE0003538,UDP-glucuronosyltransferase 1-9,Human,unknown,unknown,unknown,11,DB00316
BE0004696,UDP-glucuronosyltransferase 2B15,Human,unknown,unknown,unknown,12,DB00316
BE0003678,UDP-glucuronosyltransferase 1-10,Human,unknown,unknown,unknown,13,DB00316
BE0000927,Sulfotransferase 1A1,Human,unknown,unknown,unknown,14,DB00316
BE0004767,Sulfotransferase 1A3/1A4,Human,unknown,unknown,unknown,15,DB00316
BE0000951,Estrogen sulfotransferase,Human,unknown,unknown,unknown,16,DB00316
BE0000886,Bile salt sulfotransferase,Human,unknown,unknown,unknown,17,DB00316
BE0003607,Arylamine N-acetyltransferase 2,Human,unknown,unknown,unknown,18,DB00316
BE0002793,Cytochrome P450 2C9,Human,unknown,unknown,unknown,19,DB00316
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,NA,DB00317
BE0002363,Cytochrome P450 2D6,Human,unknown,unknown,unknown,NA,DB00317
BE0002362,Cytochrome P450 3A5,Human,unknown,unknown,unknown,3,DB00317
BE0003543,Cytochrome P450 1A1,Human,unknown,unknown,unknown,4,DB00317
BE0002793,Cytochrome P450 2C9,Human,unknown,unknown,unknown,5,DB00317
BE0003536,Cytochrome P450 2C19,Human,unknown,unknown,unknown,6,DB00317
BE0002363,Cytochrome P450 2D6,Human,unknown,unknown,unknown,1,DB00318
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,2,DB00318
BE0002362,Cytochrome P450 3A5,Human,unknown,unknown,unknown,3,DB00318
BE0003612,Cytochrome P450 3A7,Human,unknown,unknown,unknown,4,DB00318
BE0003679,UDP-glucuronosyltransferase 2B7,Human,unknown,unknown,unknown,6,DB00318
BE0003681,UDP-glucuronosyltransferase 2B4,Human,unknown,unknown,unknown,7,DB00318
BE0003541,UDP-glucuronosyltransferase 1-1,Human,no,unknown,unknown,8,DB00318
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,NA,DB00320
BE0002363,Cytochrome P450 2D6,Human,unknown,weak,unknown,1,DB00321
BE0002433,Cytochrome P450 1A2,Human,unknown,unknown,unknown,2,DB00321
BE0003536,Cytochrome P450 2C19,Human,unknown,unknown,unknown,3,DB00321
BE0002793,Cytochrome P450 2C9,Human,unknown,unknown,unknown,4,DB00321
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,5,DB00321
BE0002362,Cytochrome P450 3A5,Human,unknown,unknown,unknown,6,DB00321
BE0003549,Cytochrome P450 2B6,Human,unknown,unknown,unknown,25,DB00321
BE0002887,Cytochrome P450 2C8,Human,unknown,unknown,unknown,26,DB00321
BE0003533,Cytochrome P450 2E1,Human,unknown,unknown,unknown,27,DB00321
BE0003541,UDP-glucuronosyltransferase 1-1,Human,no,unknown,unknown,40,DB00321
BE0002193,Thymidine phosphorylase,Human,unknown,unknown,unknown,1,DB00322
BE0002793,Cytochrome P450 2C9,Human,unknown,strong,unknown,2,DB00322
BE0002793,Cytochrome P450 2C9,Human,unknown,unknown,unknown,1,DB00323
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,NA,DB00324
BE0003543,Cytochrome P450 1A1,Human,unknown,unknown,unknown,1,DB00325
BE0002433,Cytochrome P450 1A2,Human,unknown,unknown,unknown,2,DB00325
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,NA,DB00327
BE0002793,Cytochrome P450 2C9,Human,unknown,unknown,unknown,NA,DB00327
BE0002363,Cytochrome P450 2D6,Human,unknown,unknown,unknown,NA,DB00327
BE0000017,Prostaglandin G/H synthase 1,Human,unknown,unknown,unknown,4,DB00327
BE0003538,UDP-glucuronosyltransferase 1-9,Human,unknown,unknown,unknown,5,DB00327
BE0003536,Cytochrome P450 2C19,Human,unknown,unknown,unknown,1,DB00328
BE0002793,Cytochrome P450 2C9,Human,unknown,unknown,unknown,2,DB00328
BE0002705,Liver carboxylesterase 1,Human,unknown,unknown,unknown,3,DB00328
BE0003538,UDP-glucuronosyltransferase 1-9,Human,unknown,unknown,unknown,4,DB00328
BE0003541,UDP-glucuronosyltransferase 1-1,Human,unknown,unknown,unknown,5,DB00328
BE0003679,UDP-glucuronosyltransferase 2B7,Human,unknown,unknown,unknown,6,DB00328
BE0002363,Cytochrome P450 2D6,Human,unknown,unknown,unknown,NA,DB00332
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,NA,DB00332
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,1,DB00333
BE0003536,Cytochrome P450 2C19,Human,unknown,unknown,unknown,2,DB00333
BE0002362,Cytochrome P450 3A5,Human,unknown,unknown,unknown,3,DB00333
BE0003612,Cytochrome P450 3A7,Human,unknown,unknown,unknown,4,DB00333
BE0002363,Cytochrome P450 2D6,Human,unknown,moderate,unknown,5,DB00333
BE0003549,Cytochrome P450 2B6,Human,unknown,unknown,unknown,6,DB00333
BE0002887,Cytochrome P450 2C8,Human,unknown,unknown,unknown,7,DB00333
BE0002090,Cytochrome P450 19A1,Human,unknown,unknown,unknown,8,DB00333
BE0002433,Cytochrome P450 1A2,Human,unknown,unknown,unknown,9,DB00333
BE0003611,Cytochrome P450 2C18,Human,unknown,unknown,unknown,10,DB00333
BE0002793,Cytochrome P450 2C9,Human,unknown,unknown,unknown,11,DB00333
BE0002433,Cytochrome P450 1A2,Human,unknown,unknown,unknown,1,DB00334
BE0002363,Cytochrome P450 2D6,Human,unknown,weak,unknown,2,DB00334
BE0003606,Dimethylaniline monooxygenase [N-oxide-forming] 3,Human,unknown,unknown,unknown,3,DB00334
BE0003536,Cytochrome P450 2C19,Human,unknown,unknown,unknown,4,DB00334
BE0002793,Cytochrome P450 2C9,Human,unknown,unknown,unknown,5,DB00334
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,6,DB00334
BE0003541,UDP-glucuronosyltransferase 1-1,Human,no,unknown,unknown,38,DB00334
BE0002204,Xanthine dehydrogenase/oxidase,Human,unknown,unknown,unknown,NA,DB00336
BE0002363,Cytochrome P450 2D6,Human,unknown,unknown,unknown,1,DB00336
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,3,DB00337
BE0003536,Cytochrome P450 2C19,Human,unknown,weak,unknown,1,DB00338
