sequence,left_drugbank_id,left_drugbank_name,right_drugbank_id,right_drugbank_name,parent_key
1,DB01142,Doxepin,DBMET00878,(E)-2-O-glucuronyldoxepin,DB01142
2,DBMET00315,N-desmethyldoxepin,DBMET00834,Didesmethyl doxepin,DB01142
2,DBMET00844,Doxepin N-oxide,DBMET00845,Doxepin N-oxide glucuronide,DB01142
2,DBMET00873,(E)-2-hydroxydoxepin,DBMET00881,Hydroxydoxepin glucuronide,DB01142
2,DBMET00315,N-desmethyldoxepin,DBMET00872,Hydroxydesmethyl doxepin,DB01142
2,DBMET00873,(E)-2-hydroxydoxepin,DBMET00872,Hydroxydesmethyl doxepin,DB01142
3,DBMET00872,Hydroxydesmethyl doxepin,DBMET00879,Hydroxydesmethyl doxepin glucuronide,DB01142
1,DB01149,Nefazodone,DBMET00379,hydroxynefazodone,DB01149
1,DB01149,Nefazodone,DB12110,m-Chlorophenylpiperazine,DB01149
1,DB01149,Nefazodone,DBMET01712,"3-[3-ethyl-5-oxo-4-(2-phenoxyethyl)-4,5-dihydro-1H-1,2,4-triazol-1-yl]propanal",DB01149
1,DB01151,Desipramine,DBMET00314,2-hydroxydesipramine,DB01151
2,DBMET00314,2-hydroxydesipramine,DBMET00679,2-hydroxy-desipramine glucuronide,DB01151
1,DB01155,Gemifloxacin,DBMET00922,N-acetyl gemifloxacin,DB01155
1,DB01156,Bupropion,DBMET00277,Hydroxybupropion,DB01156
1,DB01156,Bupropion,DBMET01556,(2R)-1-(3-chlorophenyl)-2-[(1-hydroxy-2-methylpropan-2-yl)amino]propan-1-one,DB01156
1,DB01156,Bupropion,DBMET01557,(2R)-2-(tert-butylamino)-1-(3-chlorophenyl)-3-hydroxypropan-1-one,DB01156
1,DB01156,Bupropion,DBMET01557,(2R)-2-(tert-butylamino)-1-(3-chlorophenyl)-3-hydroxypropan-1-one,DB01156
1,DB01156,Bupropion,DBMET01558,(2R)-2-(tert-butylamino)-1-(3-chloro-5-hydroxyphenyl)propan-1-one,DB01156
1,DB01159,Halothane,DBMET00329,bromide,DB01159
1,DB01159,Halothane,DBMET00330,trifluoroacetic acid,DB01159
1,DB01159,Halothane,DBMET01783,Trifluoroacetyl chloride,DB01159
1,DB01159,Halothane,DBMET01784,chlorotrifluoroethane,DB01159
1,DB01159,Halothane,DBMET01542,"2-chloro-1,1-difluoroethene",DB01159
1,DB01159,Halothane,DBMET01542,"2-chloro-1,1-difluoroethene",DB01159
1,DB01159,Halothane,DBMET01543,"1-chloro-2,2,2-trifluoroethanide",DB01159
1,DB01167,Itraconazole,DBMET00374,hydroxyitraconazole,DB01167
1,DB01168,Procarbazine,DBMET00617,Hydrazine,DB01168
1,DB01168,Procarbazine,DBMET00946,N-isopropylterephthalamic acid,DB01168
1,DB01173,Orphenadrine,DBMET00929,N-demethyl orphenadrine,DB01173
1,DB01173,Orphenadrine,DBMET00953,"N,N-didemethyl orphenadrine",DB01173
1,DB01174,Phenobarbital,DBMET00111,p-Hydroxyphenobarbital,DB01174
2,DBMET00111,p-Hydroxyphenobarbital,DBMET01217,Phenobarbital O-sulfate,DB01174
2,DBMET00111,p-Hydroxyphenobarbital,DBMET01218,Phenobarbital O-glucuronide,DB01174
1,DB01181,Ifosfamide,DBMET00021,3-Dechloroethylifosfamide,DB01181
1,DB01181,Ifosfamide,DBMET00022,2-Dechloroethylifosfamide,DB01181
1,DB01181,Ifosfamide,DBMET00023,Chloroacetaldehyde,DB01181
1,DB01181,Ifosfamide,DBMET00024,4-Hydroxyifosfamide,DB01181
2,DBMET00024,4-Hydroxyifosfamide,DBMET01077,4-Ketoifosfamide,DB01181
2,DBMET00024,4-Hydroxyifosfamide,DBMET00792,aldoifosfamide,DB01181
2,DBMET00024,4-Hydroxyifosfamide,DBMET01100,4-Thioifosfamide,DB01181
3,DBMET00792,aldoifosfamide,DBMET01102,Alcoifosfamide,DB01181
3,DBMET00792,aldoifosfamide,DBMET01103,Carboxylifosfamide,DB01181
3,DBMET00792,aldoifosfamide,DBMET01126,Acrolein,DB01181
3,DBMET00792,aldoifosfamide,DBMET01127,Isophosphamide mustard,DB01181
4,DBMET01126,Acrolein,DBMET01146,Acrylic Acid,DB01181
4,DBMET01127,Isophosphamide mustard,DBMET01150,Ifosforamide Aziridinium,DB01181
1,DB01182,Propafenone,DBMET01570,(S)-5-Hydroxypropafenone,DB01182
1,DB01182,Propafenone,DBMET01571,(S)-N-Despropylpropafenone,DB01182
1,DB01182,Propafenone,DBMET01572,(S)-4'-Hydroxypropafenone,DB01182
1,DB01182,Propafenone,DBMET00267,N-desalkylpropafenone,DB01182
1,DB01182,Propafenone,DBMET00309,5-hydroxypropafenone,DB01182
1,DB01182,Propafenone,DBMET00932,N-depropylpropafenone,DB01182
1,DB01184,Domperidone,DBMET00364,"5-Chloro-1,3-dihydro-1-(4-piperidinyl)-2H-benzimidazol-2-one",DB01184
1,DB01192,Oxymorphone,DBMET00342,noroxycodone,DB01192
1,DB01192,Oxymorphone,DBMET00424,noroxymorphone,DB01192
1,DB01192,Oxymorphone,DBMET00425,alpha-noroxycodol,DB01192
1,DB01192,Oxymorphone,DBMET00426,beta-noroxycodol,DB01192
1,DB01192,Oxymorphone,DBMET00321,oxymorphone,DB01192
1,DB01192,Oxymorphone,DBMET00427,beta-oxymorphol,DB01192
1,DB01192,Oxymorphone,DBMET00428,alpha-oxycodol,DB01192
1,DB01192,Oxymorphone,DBMET00429,beta-oxycodol,DB01192
1,DB01195,Flecainide,DBMET01817,"2-hydroxy-N-[(piperidin-2-yl)methyl]-5-(2,2,2-trifluoroethoxy)benzamide",DB01195
1,DB01195,Flecainide,DBMET00905,Meta-O-dealkylated flecainide,DB01195
1,DB01195,Flecainide,DBMET00906,Meta-o-dealkylated lactam,DB01195
1,DB01197,Captopril,DBMET00803,captopril-cysteine disulfide,DB01197
1,DB01198,Zopiclone,DBMET00299,zopiclone-N-oxide,DB01198
1,DB01198,Zopiclone,DBMET00300,N-desmethylzopiclone,DB01198
1,DB01198,Zopiclone,DBMET00135,Zopiclone N-oxide,DB01198
1,DB01198,Zopiclone,DBMET00137,Carbon dioxide,DB01198
1,DB01211,Clarithromycin,DBMET00356,14-hydroxyclarithromycin,DB01211
1,DB01211,Clarithromycin,DBMET00357,N-desmethylclarithromycin,DB01211
1,DB01213,Fomepizole,DBMET00728,4-carboxypyrazole,DB01213
1,DB01213,Fomepizole,DBMET00736,4-hydroxymethylpyrazole,DB01213
1,DB01215,Estazolam,DBMET00732,4-hydroxy-estazolam,DB01215
1,DB01216,Finasteride,DBMET00369,omega-hydroxyfinasteride,DB01216
1,DB01218,Halofantrine,DBMET00371,N-debutylhalofantrine,DB01218
1,DB01219,Dantrolene,DBMET00751,5-hydroxydantrolene,DB01219
1,DB01221,Ketamine,DBMET00189,Norketamine,DB01221
1,DB01221,Ketamine,DBMET00190,6-Hydroxyketamine,DB01221
1,DB01221,Ketamine,DBMET00191,5-Hydroxyketamine,DB01221
1,DB01221,Ketamine,DBMET00192,4-Hydroxyketamine,DB01221
2,DBMET00189,Norketamine,DBMET01308,4-Hydroxynorketamine,DB01221
2,DBMET00189,Norketamine,DBMET01309,5-Hydroxynorketamine,DB01221
2,DBMET00189,Norketamine,DBMET01310,6-Hydroxynorketamine,DB01221
2,DBMET00190,6-Hydroxyketamine,DBMET01310,6-Hydroxynorketamine,DB01221
2,DBMET00191,5-Hydroxyketamine,DBMET01309,5-Hydroxynorketamine,DB01221
2,DBMET00192,4-Hydroxyketamine,DBMET01308,4-Hydroxynorketamine,DB01221
1,DB01222,Budesonide,DBMET00353,16-alpha-hydroxyprednisolone,DB01222
1,DB01222,Budesonide,DBMET00476,6-beta-hydroxybudesonide,DB01222
1,DB01227,Levomethadyl Acetate,DBMET00375,noracymethadol,DB01227
1,DB01227,Levomethadyl Acetate,DBMET00962,Nor-levomethadyl acetate (nor-LAAM),DB01227
2,DBMET00962,Nor-levomethadyl acetate (nor-LAAM),DBMET00843,Dinor-levomethadyl acetate,DB01227
1,DB01228,Encainide,DBMET01814,N-demethylencainide,DB01228
1,DB01228,Encainide,DBMET01815,O-demethylencainide,DB01228
1,DB01229,Paclitaxel,DBMET00773,6a-hydrox-ypaclitaxel,DB01229
1,DB01229,Paclitaxel,DBMET00774,"6a, 3'-p-dihydroxypaclitaxel",DB01229
1,DB01229,Paclitaxel,DBMET01759,6α-Hydroxypaclitaxel,DB01229
1,DB01229,Paclitaxel,DBMET01760,3′-pHydroxypaclitaxel,DB01229
1,DB01229,Paclitaxel,DBMET00719,3'-p-hydroxypaclitaxel,DB01229
1,DB01232,Saquinavir,DBMET00387,M2 di-hydroxylated metabolite,DB01232
1,DB01232,Saquinavir,DBMET01548,"(2S)-N-[(2S,3R)-4-[(3S,4aS,8aS)-3-[(1-hydroxy-2-methylpropan-2-yl)carbamoyl]-decahydroisoquinolin-2-yl]-3-hydroxy-1-phenylbutan-2-yl]-2-[(quinolin-2-yl)formamido]butanediamide",DB01232
1,DB01232,Saquinavir,DBMET01549,"(2S)-N-[(2S,3R)-4-[(3S,4aR,8aS)-3-(tert-butylcarbamoyl)-6-hydroxy-decahydroisoquinolin-2-yl]-3-hydroxy-1-phenylbutan-2-yl]-2-[(quinolin-2-yl)formamido]butanediamide",DB01232
1,DB01232,Saquinavir,DBMET01550,"(2S)-N-[(2S,3R)-4-[(3S,4aS,8aS)-3-(tert-butylcarbamoyl)-7-hydroxy-decahydroisoquinolin-2-yl]-3-hydroxy-1-phenylbutan-2-yl]-2-[(quinolin-2-yl)formamido]butanediamide",DB01232
1,DB01234,Dexamethasone,DBMET00361,6-beta-hydroxydexamethasone,DB01234
1,DB01234,Dexamethasone,DBMET01644,6-alpha-OH DEXAMETHASONE,DB01234
1,DB01234,Dexamethasone,DBMET01645,6-beta-OH DEXAMETHASONE,DB01234
1,DB01235,Levodopa,DBMET00548,DOPA sulfate,DB01235
1,DB01236,Sevoflurane,DBMET00504,Fluoride,DB01236
1,DB01236,Sevoflurane,DBMET00137,Carbon dioxide,DB01236
1,DB01236,Sevoflurane,DBMET00862,Hexafluoroisopropanol,DB01236
1,DB01238,Aripiprazole,DBMET01611,dehydro-aripiprazole,DB01238
1,DB01238,Aripiprazole,DBMET01612,4-Hydroxyaripiprazole,DB01238
1,DB01238,Aripiprazole,DBMET01613,"2,3-dichlorophenylpiperazine",DB01238
1,DB01238,Aripiprazole,DBMET01614,"4-[(2-oxo-3,4- dihydro-1H-quinolin-7-yl)oxy]butanal",DB01238
1,DB01240,Epoprostenol,DBMET00543,"6,15-Diketo-13,14-dihydro-PGF1-alpha",DB01240
1,DB01240,Epoprostenol,DBMET00557,6-Keto-PGF1-alpha,DB01240
1,DB01241,Gemfibrozil,DBMET01165,Gemfibrozil 1-beta-glucuronide,DB01241
1,DB01242,Clomipramine,DBMET00777,8-hydroxyclomipramine,DB01242
1,DB01242,Clomipramine,DBMET00817,clomipramine N-oxide,DB01242
1,DB01242,Clomipramine,DBMET01635,8-OH-clomipramine,DB01242
1,DB01242,Clomipramine,DBMET01636,10-OH-clomipramine,DB01242
1,DB01242,Clomipramine,DBMET00682,2-hydroxyclomipramine,DB01242
1,DB01242,Clomipramine,DBMET00244,Desmethylclomipramine,DB01242
2,DBMET00244,Desmethylclomipramine,DBMET00835,didesmethylclomipramine,DB01242
2,DBMET00682,2-hydroxyclomipramine,DBMET01069,2-hydroxydesmethyl clomipramine,DB01242
2,DBMET00682,2-hydroxyclomipramine,DBMET01071,2-hydroxyclomipramine glucuronide,DB01242
2,DBMET00777,8-hydroxyclomipramine,DBMET01072,8-hydroxyclomipramine glucuronide,DB01242
2,DBMET00777,8-hydroxyclomipramine,DBMET01073,8-hydroxydesmethyl clomipramine,DB01242
3,DBMET01069,2-hydroxydesmethyl clomipramine,DBMET01074,2-hydroxydesmethyl clomipramine glucuronide,DB01242
3,DBMET01073,8-hydroxydesmethyl clomipramine,DBMET01075,8-hyroxydesmethyl clomipramine glucuronide,DB01242
1,DB01247,Isocarboxazid,DBMET00507,Hippuric acid,DB01247
1,DB01248,Docetaxel,DBMET01649,Hydroxy-Docetaxel,DB01248
1,DB01250,Olsalazine,DBMET00971,Olsalazine-O-sulfate,DB01250
1,DB01275,Hydralazine,DBMET00863,Hydralazine acetone hydrazone,DB01275
1,DB01275,Hydralazine,DBMET00864,Hydralazine pyruvate hydrazone,DB01275
1,DB01280,Nelarabine,DBMET00412,arabinofuranosylguanine,DB01280
1,DB01280,Nelarabine,DBMET00413,ara-G diphosphate,DB01280
1,DB01283,Lumiracoxib,DBMET01274,Lumiracoxib metabolite M21,DB01283
1,DB01283,Lumiracoxib,DBMET01279,Lumiracoxib glucuronide (M24),DB01283
1,DB01283,Lumiracoxib,DBMET01280,4'-hydroxylumiracoxib (M23),DB01283
2,DBMET01274,Lumiracoxib metabolite M21,DBMET01275,5-Carboxylumiracoxib (M11),DB01283
2,DBMET01280,4'-hydroxylumiracoxib (M23),DBMET01281,4'-Carboxylumiracoxib glucuronide (M22),DB01283
2,DBMET01280,4'-hydroxylumiracoxib (M23),DBMET01282,Lumiracoxib metabolite M25,DB01283
2,DBMET01280,4'-hydroxylumiracoxib (M23),DBMET01284,Lumiracoxib metabolite M9,DB01283
2,DBMET01274,Lumiracoxib metabolite M21,DBMET01284,Lumiracoxib metabolite M9,DB01283
3,DBMET01275,5-Carboxylumiracoxib (M11),DBMET01276,Lumiracoxib metabolite M15,DB01283
3,DBMET01275,5-Carboxylumiracoxib (M11),DBMET01278,5-Carboxylumiracoxib glucuronide (M3),DB01283
3,DBMET01282,Lumiracoxib metabolite M25,DBMET01283,Lumiracoxib metabolite M25 glucuronide (M20),DB01283
3,DBMET01284,Lumiracoxib metabolite M9,DBMET01285,4'-Hydroxy-5-carboxylumiracoxib (M5),DB01283
3,DBMET01275,5-Carboxylumiracoxib (M11),DBMET01285,4'-Hydroxy-5-carboxylumiracoxib (M5),DB01283
4,DBMET01276,Lumiracoxib metabolite M15,DBMET01277,Lumiracoxib metabolite M16/17,DB01283
4,DBMET01285,4'-Hydroxy-5-carboxylumiracoxib (M5),DBMET01286,Lumiracoxib metabolite M2,DB01283
4,DBMET01285,4'-Hydroxy-5-carboxylumiracoxib (M5),DBMET01287,Lumiracoxib metabolite M8,DB01283
4,DBMET01276,Lumiracoxib metabolite M15,DBMET01287,Lumiracoxib metabolite M8,DB01283
5,DBMET01287,Lumiracoxib metabolite M8,DBMET01288,Lumiracoxib metabolite M4/M6,DB01283
5,DBMET01287,Lumiracoxib metabolite M8,DBMET01289,Lumiracoxib metabolite M10,DB01283
5,DBMET01287,Lumiracoxib metabolite M8,DBMET01290,Hydroxylumiracoxib metabolite M8 (M12),DB01283
6,DBMET01290,Hydroxylumiracoxib metabolite M8 (M12),DBMET01291,Lumiracoxib metabolite M12 glucuronide (M13),DB01283
1,DB01320,Fosphenytoin,DBMET01170,Phenytoin,DB01320
1,DB01340,Cilazapril,DBMET01138,Cilazaprilat,DB01340
1,DB01348,Spirapril,DBMET01142,Spiraprilat,DB01348
1,DB01355,Hexobarbital,DBMET01567,3'-OH-(S)-hexobarbital,DB01355
1,DB01355,Hexobarbital,DBMET00109,3'-Hydroxyhexobarbital,DB01355
1,DB01355,Hexobarbital,DBMET00110,Epoxy-hexobarbital,DB01355
2,DBMET00109,3'-Hydroxyhexobarbital,DBMET01214,3'-Oxohexobarbital,DB01355
2,DBMET00110,Epoxy-hexobarbital,DBMET01216,Hexobarbital dihydrodiol derivative,DB01355
3,DBMET01214,3'-Oxohexobarbital,DBMET01215,Hexobarbital glutathione conjugate derivative,DB01355
1,DB01357,Mestranol,DB00977,Ethinyl Estradiol,DB01357
1,DB01357,Mestranol,DBMET00457,17β-ethinylestradiol,DB01357
1,DB01395,Drospirenone,DBMET00741,"4,5-dihydro-drospirenone-3-sulfate",DB01395
1,DB01406,Danazol,DBMET00851,Ethisterone,DB01406
1,DB01406,Danazol,DBMET00674,17-hydroxymethylethisterone,DB01406
1,DB01408,Bambuterol,DBMET00417,terbutaline,DB01408
1,DB01413,Cefepime,DBMET00539,N-Methylpyrrolidine,DB01413
1,DB01413,Cefepime,DBMET00960,NMP-N-oxide,DB01413
1,DB01418,Acenocoumarol,DBMET00036,6-Hydroxy-R-acenocoumarol,DB01418
1,DB01418,Acenocoumarol,DBMET00037,7-Hydroxy-R-acenocoumarol,DB01418
1,DB01418,Acenocoumarol,DBMET00038,8-Hydroxy-R-acenocoumarol,DB01418
1,DB01420,Testosterone propionate,DB00624,Testosterone,DB01420
2,DB00624,Testosterone,DBMET00558,Dihydrotestosterone,DB01420
3,DBMET00558,Dihydrotestosterone,DBMET00593,3-alpha-Androstanediol glucuronide,DB01420
1,DB01424,Aminophenazone,DBMET01583,"4-(Dimethylamino)-5-methyl-2-phenyl-1,2-dihydro-3H-pyrazol-3-one",DB01424
1,DB01424,Aminophenazone,DBMET00001,N-Desmethylaminopyrine,DB01424
1,DB01429,Aprindine,DBMET01809,"N-[3-(N,NDiethylamino)propyl]-N-phenyl-2-aminoindan-5-ol",DB01429
1,DB01429,Aprindine,DBMET01810,p-Hydroxyphenylaprindine,DB01429
1,DB01429,Aprindine,DBMET01811,Desethylaprindine,DB01429
1,DB01435,Antipyrine,DBMET00002,Norantipyrine,DB01435
1,DB01435,Antipyrine,DBMET00003,3-Hydroxymethylantipyrine,DB01435
1,DB01435,Antipyrine,DBMET00004,4-Hydroxyantipyrine,DB01435
1,DB01435,Antipyrine,DBMET01588,3-OH-methylantipyrine,DB01435
1,DB01438,Phenazopyridine,DBMET00266,acetaminophen,DB01438
1,DB01452,Heroin,DBMET01172,6-Monoacetylmorphine,DB01452
1,DB01452,Heroin,DBMET00313,morphine,DB01452
2,DBMET01172,6-Monoacetylmorphine,DBMET00313,morphine,DB01452
1,DB01536,Androstenedione,DBMET01585,6beta-hydroxy-androstenedione,DB01536
1,DB01577,Methamphetamine,DBMET01018,4-Hydroxynorephedrine,DB01577
1,DB01577,Methamphetamine,DBMET00540,Norephedrine,DB01577
1,DB01577,Methamphetamine,DB01576,Dextroamphetamine,DB01577
1,DB01577,Methamphetamine,DBMET00733,4-hydroxyamphetamine,DB01577
1,DB01577,Methamphetamine,DBMET00735,4-hydroxymethamphetamine,DB01577
1,DB01579,Phendimetrazine,DBMET00626,Phenmetrazine,DB01579
1,DB01589,Quazepam,DBMET01730,2-Oxoquazepam,DB01589
1,DB01591,Solifenacin,DBMET00747,4R-hydroxy-N-oxide solifenacin,DB01591
1,DB01591,Solifenacin,DBMET00746,4R-hydroxy solifenacin,DB01591
1,DB01628,Etoricoxib,DBMET00166,Etoricoxib 1'-N'-oxide,DB01628
1,DB01628,Etoricoxib,DBMET00167,6-Hydroxymethyletoricoxib,DB01628
2,DBMET00167,6-Hydroxymethyletoricoxib,DBMET01271,6-Hydroxymethyletoricoxib 1'-N'-oxide,DB01628
2,DBMET00167,6-Hydroxymethyletoricoxib,DBMET01272,6-Carboxy-etoricoxib,DB01628
2,DBMET00167,6-Hydroxymethyletoricoxib,DBMET01273,6-Hydroxymethyletoricoxib glucuronide,DB01628
1,DB01645,Genistein,DBMET00251,3'-hydroxygenistein,DB01645
1,DB01656,Roflumilast,DBMET00997,Roflumilast N-oxide,DB01656
1,DB01685,Topiroxostat,DBMET01498,2-hydroxy-topiroxostat,DB01685
1,DB01685,Topiroxostat,DBMET01500,Topiroxostat N-oxide,DB01685
1,DB01708,Prasterone,DBMET00518,Dehydroepiandrosterone sulfate,DB01708
1,DB01708,Prasterone,DBMET00599,Dehydroepiandrosterone 3-glucuronide,DB01708
1,DB01744,Camphor,DB02817,5-Exo-Hydroxycamphor,DB01744
1,DB01744,Camphor,DBMET01812,8-hydroxycamphor,DB01744
1,DB01914,D-glucose,DBMET01478,Glucose-6-phosphate,DB01914
1,DB01956,Taurine,DBMET01883,5-glutamyl-taurine,DB01956
1,DB01956,Taurine,DBMET01884,taurocholate,DB01956
1,DB02513,Thymol,DBMET01845,"p-Cymene-2,3-diol",DB02513
1,DB02513,Thymol,DBMET01846,Thymoquinol,DB02513
1,DB02513,Thymol,DBMET01847,p-Cymen-8-en-3-ol,DB02513
1,DB02546,Vorinostat,DBMET00726,4-anilino-4-oxobutanoic acid,DB02546
1,DB02659,Cholic Acid,DBMET00553,Cholic acid glucuronide,DB02659
1,DB02703,Fusidic Acid,DBMET00505,Dicarboxylic acid,DB02703
1,DB02703,Fusidic Acid,DBMET00833,dicarboxylic ester,DB02703
1,DB02703,Fusidic Acid,DBMET00861,Glucuronide fusidic acid,DB02703
1,DB02703,Fusidic Acid,DBMET00867,Hydroxy fusidic acid,DB02703
1,DB02703,Fusidic Acid,DBMET00715,3-keto fusidic acid,DB02703
1,DB02709,Resveratrol,DBMET00435,"piceatannol (3,5,3',4'-tetrahydroxystilbene)",DB02709
1,DB02709,Resveratrol,DBMET00436,tetrahydroxystilbene M1,DB02709
1,DB02789,Pregnenolone,DBMET00500,17-Hydroxypregnenolone sulfate,DB02789
1,DB02789,Pregnenolone,DBMET00511,Pregnenolone sulfate,DB02789
1,DB02789,Pregnenolone,DBMET00654,3beta-Hydroxypregn-5-en-20-one sulfate,DB02789
1,DB02901,Stanolone,DBMET00592,11-Oxo-androsterone glucuronide,DB02901
1,DB02901,Stanolone,DBMET00593,3-alpha-Androstanediol glucuronide,DB02901
1,DB02901,Stanolone,DBMET00601,11-beta-Hydroxyandrosterone-3-glucuronide,DB02901
1,DB03017,Lauric Acid,DB03704,12-Hydroxydodecanoic Acid,DB03017
1,DB03088,Pidolic Acid,DBMET02102,Glutamate,DB03088
1,DB03255,Phenol,DB09526,Hydroquinone,DB03255
1,DB03701,Vanoxerine,DBMET00397,GBR-12935,DB03701
1,DB03756,Doconexent,DBMET01479,"19,20-epoxydocosapentaenoic acid",DB03756
1,DB03766,Propanoic acid,DB02912,Propanoyl-CoA,DB03766
2,DB02912,Propanoyl-CoA,DB04045,Methylmalonyl-Coenzyme A,DB03766
3,DB04045,Methylmalonyl-Coenzyme A,DB03699,Succinyl-Coenzyme A,DB03766
1,DB03783,Phenacetin,DBMET00266,acetaminophen,DB03783
1,DB03783,Phenacetin,DB00316,Acetaminophen,DB03783
1,DB03783,Phenacetin,DBMET01722,N-OH-phenacetin,DB03783
1,DB03793,Benzoic Acid,DBMET00584,Benzoyl glucuronide (Benzoic acid),DB03793
1,DB03852,Eucalyptol,DBMET01573,"2alpha-hydroxy-1,8-cineole",DB03852
1,DB03852,Eucalyptol,DBMET01574,"3alpha-hydroxy-1,8-cineole",DB03852
1,DB04168,2-Amino-5-Bromo-6-Phenylpyrimidin-4-Ol,DBMET01621,m-hydroxybropirimine,DB04168
1,DB04168,2-Amino-5-Bromo-6-Phenylpyrimidin-4-Ol,DBMET01622,p-hydroxybropirimine,DB04168
1,DB04557,Arachidonic Acid,DBMET01593,5-HETE,DB04557
1,DB04557,Arachidonic Acid,DBMET01594,7-HETE,DB04557
1,DB04557,Arachidonic Acid,DBMET01595,10-HETE,DB04557
1,DB04557,Arachidonic Acid,DBMET01596,13-HETE,DB04557
1,DB04557,Arachidonic Acid,DBMET01597,20-HETE,DB04557
1,DB04557,Arachidonic Acid,DBMET01598,19-HETE,DB04557
1,DB04557,Arachidonic Acid,DBMET01599,18-HETE,DB04557
1,DB04557,Arachidonic Acid,DBMET01600,17-HETE,DB04557
1,DB04557,Arachidonic Acid,DBMET01601,16-HETE,DB04557
1,DB04557,Arachidonic Acid,DBMET01602,"14,15-EET",DB04557
1,DB04557,Arachidonic Acid,DBMET01603,"11,12-EET",DB04557
1,DB04557,Arachidonic Acid,DBMET01604,"8,9-EET",DB04557
1,DB04557,Arachidonic Acid,DBMET01605,"5,6-EET",DB04557
1,DB04557,Arachidonic Acid,DBMET01606,15-HETE,DB04557
1,DB04557,Arachidonic Acid,DBMET01607,12-HETE,DB04557
1,DB04557,Arachidonic Acid,DBMET01608,11-HETE,DB04557
1,DB04557,Arachidonic Acid,DBMET01609,9-HETE,DB04557
1,DB04557,Arachidonic Acid,DBMET01610,8-HETE,DB04557
1,DB04573,Estriol,DBMET00577,Estriol-16-Glucuronide,DB04573
1,DB04573,Estriol,DBMET00588,Estriol-17-glucuronide,DB04573
1,DB04573,Estriol,DBMET00590,Estriol-3-glucuronide,DB04573
1,DB04573,Estriol,DBMET00603,"16-alpha,17-beta-estriol 17-beta-D-glucuronide",DB04573
1,DB04573,Estriol,DBMET00604,Estriol 3-sulfate 16-glucuronide,DB04573
1,DB04574,Estrone sulfate,DBMET00490,Estrone,DB04574
1,DB04574,Estrone sulfate,DBMET00492,Estriol,DB04574
1,DB04575,Quinestrol,DBMET00538,Ethinyl estradiol,DB04575
1,DB04630,Aldosterone,DBMET00598,Aldosterone 18-glucuronide,DB04630
1,DB04630,Aldosterone,DBMET00605,Tetrahydroaldosterone-3-glucuronide,DB04630
1,DB04665,Coumarin,DBMET01637,7-Hydroxycoumarin,DB04665
1,DB04665,Coumarin,DBMET01638,3-Hydroxycoumarin,DB04665
1,DB04665,Coumarin,DBMET01639,"Coumarin 3,4-epoxide",DB04665
1,DB04725,Licofelone,DBMET01313,Licofelone metabolite M4,DB04725
1,DB04725,Licofelone,DBMET01315,Licofelone metabolite M2,DB04725
1,DB04725,Licofelone,DBMET00227,Licofelone acyl glucuronide,DB04725
2,DBMET01313,Licofelone metabolite M4,DBMET01314,Licofelone metabolite M5,DB04725
2,DBMET01315,Licofelone metabolite M2,DBMET01316,Licofelone metabolite M3,DB04725
2,DBMET00227,Licofelone acyl glucuronide,DBMET01316,Licofelone metabolite M3,DB04725
1,DB04831,Ticrynafen,DBMET01171,Ticrynafen S-oxide,DB04831
1,DB04831,Ticrynafen,DBMET01769,Tienilic acid-s-oxide,DB04831
1,DB04831,Ticrynafen,DBMET00163,"Thiophene-4,5-epoxide",DB04831
1,DB04839,Cyproterone acetate,DBMET00672,15beta-hydroxycyproterone acetate,DB04839
1,DB04840,Debrisoquin,DBMET01641,4-Hydroxydebrisoquine,DB04840
1,DB04841,Flunarizine,DBMET01197,Flunarizine metabolite M1,DB04841
1,DB04841,Flunarizine,DBMET01198,Flunarizine metabolite M2,DB04841
1,DB04841,Flunarizine,DBMET01199,Flunarizine metabolite M3,DB04841
1,DB04844,Tetrabenazine,DBMET00800,b-dihydrotetrabenazine,DB04844
1,DB04844,Tetrabenazine,DBMET00458,alpha-dihydrotetrabenazine,DB04844
1,DB04871,Lorcaserin,DBMET00900,Lorcaserin sulfamate,DB04871
1,DB04871,Lorcaserin,DBMET00927,N-carbamoyl glucuronide lorcaserin,DB04871
1,DB04948,Lofexidine,DBMET02111,"N-(2-aminoethyl)-2-(2,6-dichlorophenoxy)propanamide",DB04948
2,DBMET02111,"N-(2-aminoethyl)-2-(2,6-dichlorophenoxy)propanamide",DBMET02112,"2-(2,6-dichlorophenoxy) propionic acid",DB04948
2,DBMET02111,"N-(2-aminoethyl)-2-(2,6-dichlorophenoxy)propanamide",DBMET02113,"2,6-dichlorophenol",DB04948
1,DB05015,Belinostat,DBMET01443,Belinostat glucuronide,DB05015
1,DB05016,Ataluren,DBMET01532,ataluren-O-1β-acyl glucuronide,DB05016
1,DB05039,Indacaterol,DBMET00781,8-O-glucuronide,DB05039
1,DB05109,Trabectedin,DBMET01133,Trabectedin metabolite M8a,DB05109
1,DB05109,Trabectedin,DBMET01134,Trabectedin metabolite M8b (ET-729),DB05109
1,DB05109,Trabectedin,DBMET01135,Trabectedin metabolite M9,DB05109
1,DB05109,Trabectedin,DBMET01136,Trabectedin metabolite 16c,DB05109
1,DB05109,Trabectedin,DBMET01137,Trabectedin metabolite M16e,DB05109
2,DBMET01133,Trabectedin metabolite M8a,DBMET01137,Trabectedin metabolite M16e,DB05109
