form,route,strength,parent_key
Solution,Intravenous,2 mg,DB00054
"Injection, powder, for solution",Intravenous,20 mg,DB00055
"Injection, powder, for solution",Intravenous,5 mg,DB00055
"Powder, for solution",Intravenous,20 mg,DB00055
"Powder, for solution",Intravenous,5 mg,DB00055
"Injection, powder, lyophilized, for solution",Intravenous,5 mg/5mL,DB00056
"Powder, for solution",Intravenous,1 g,DB00058
"Powder, for solution",Intravenous,500 mg,DB00058
"Injection, solution",Intravenous,1 g/50mL,DB00058
"Powder, for solution",Intravenous,25 mg,DB00058
"Powder, for solution",Intravenous,1000 mg,DB00058
"Injection, solution",Intravenous,1000 mg/20mL,DB00058
"Injection, powder, for solution",Intravenous,1000 mg,DB00058
Kit,,,DB00058
"Kit; powder, for solution",Intravenous,1000 mg,DB00058
"Injection, solution",,750 U/ml,DB00059
"Injection, solution",Intramuscular; Intravenous,750 [iU]/mL,DB00059
Liquid,Intramuscular; Intravenous,750 unit,DB00059
Solution,Intramuscular; Intravenous,750 unit,DB00059
"Injection, powder, lyophilized, for solution",Intramuscular,30 ug/mL,DB00060
"Injection, solution",Intramuscular,30 ug/.5mL,DB00060
Kit,Intramuscular,,DB00060
"Powder, for solution",Intramuscular,,DB00060
"Powder, for solution",Intramuscular,60 mcg,DB00060
Solution,Intramuscular,30 mcg,DB00060
"Injection, solution",Subcutaneous,22 ug/.5mL,DB00060
"Injection, solution",Subcutaneous,44 ug/.5mL,DB00060
Kit; liquid; powder,Intralesional; Subcutaneous,,DB00060
"Kit; liquid; powder, for solution",Subcutaneous,,DB00060
Solution,Subcutaneous,132 mcg,DB00060
Solution,Subcutaneous,22 mcg,DB00060
Solution,Subcutaneous,44 mcg,DB00060
Solution,Subcutaneous,66 mcg,DB00060
Solution,Subcutaneous,8.8 mcg,DB00060
Kit,Subcutaneous,,DB00060
"Injection, solution",Intramuscular,250 [iU]/mL,DB00061
Solution,Intravenous,.05 g/mL,DB00062
Solution,Intravenous,2.5 g/50mL,DB00062
Solution,Intravenous,5 g/20mL,DB00062
Solution,Intravenous,200 g/1000mL,DB00062
Solution,Intravenous,250 g/1000mL,DB00062
Solution,Intravenous,50 g/1000mL,DB00062
Liquid,Subcutaneous,,DB00062
Solution,Intravenous,20 g/100mL,DB00062
Solution,Intravenous,25 g/100mL,DB00062
Solution,Intravenous,25 g,DB00062
Suspension,Intravenous,5 %,DB00062
Solution,Intravenous,5 %,DB00062
Solution,Intravenous,12.5 g/250mL,DB00062
"Injection, solution",Intravenous,10 g/50mL,DB00062
"Injection, solution",Intravenous,12.5 g/250mL,DB00062
"Injection, solution",Intravenous,.05 g/mL,DB00062
"Injection, solution",Intravenous,.25 g/mL,DB00062
Liquid,Intradermal; Subcutaneous,0.03 %,DB00062
Solution,Intravenous,.25 g/mL,DB00062
Solution,Intravenous,10 g/50mL,DB00062
Solution,Intravenous,12.5 g/50mL,DB00062
Solution,Intravenous,20 %,DB00062
"Injection, solution",Intravenous,12.5 g/50mL,DB00062
Liquid,Intravenous,25 %,DB00062
Solution,Intravenous,25 %,DB00062
"Injection, solution",Intravenous,,DB00062
Solution,Intravenous,250 mg,DB00062
Solution,Intravenous,50 mg,DB00062
"Injection, solution",Intradermal; Subcutaneous,,DB00062
Solution,Intravenous,0.03 %,DB00062
Injection,Intravenous,.75 mg/mL,DB00063
Injection,Intravenous,2 mg/mL,DB00063
Injection,Intravenous,20 mg/10mL,DB00063
Injection,Intravenous,200 mg/100mL,DB00063
Injection,Intravenous,75 mg/100mL,DB00063
"Injection, solution",Intravenous,0.75 mg/ml,DB00063
"Injection, solution",Intravenous,2 mg/ml,DB00063
"Injection, solution",Intravenous,.75 mg/mL,DB00063
Solution,Intravenous,0.75 mg,DB00063
Solution,Intravenous,2 mg,DB00063
"Injection, powder, for solution",Intravenous,100 mg,DB00065
"Injection, powder, lyophilized, for solution",Intravenous,100 mg/10mL,DB00065
"Powder, for solution",Intravenous,100 mg,DB00065
"Injection, powder, lyophilized, for solution",Intravenous,100 mg/1,DB00065
"Injection, solution",Subcutaneous,150 IU/0.25ml,DB00066
"Injection, solution",Subcutaneous,225 IU/0.375ml,DB00066
"Injection, solution",Subcutaneous,300 IU/0.50ml,DB00066
"Injection, solution",Subcutaneous,450 IU/0.75ml,DB00066
"Injection, solution",Subcutaneous,75 IU/0.125ml,DB00066
"Injection, solution",Intramuscular; Subcutaneous,150 [iU]/.5mL,DB00066
"Injection, solution",Intramuscular; Subcutaneous,75 [iU]/.5mL,DB00066
"Injection, solution",Subcutaneous,350 [iU]/.42mL,DB00066
"Injection, solution",Subcutaneous,650 [iU]/.78mL,DB00066
"Injection, solution",Subcutaneous,975 [iU]/1.17mL,DB00066
"Injection, powder, for solution",Subcutaneous,1050 IU/1.75ml,DB00066
"Injection, powder, for solution",Subcutaneous,300 IU/0.5ml,DB00066
"Injection, powder, for solution",Subcutaneous,450 IU/0.75ml,DB00066
"Injection, powder, for solution",Subcutaneous,75 IU,DB00066
"Injection, solution",Subcutaneous,300 IU/0.5ml,DB00066
"Injection, solution",Subcutaneous,900 IU/1.5ml,DB00066
"Powder, for solution",Intramuscular; Subcutaneous,1200 unit,DB00066
"Powder, for solution",Intramuscular; Subcutaneous,150 unit,DB00066
"Powder, for solution",Intramuscular; Subcutaneous,33 mcg,DB00066
"Powder, for solution",Intramuscular; Subcutaneous,37.5 unit,DB00066
"Powder, for solution",Intramuscular; Subcutaneous,5.5 mcg,DB00066
"Powder, for solution",Intramuscular; Subcutaneous,75 unit,DB00066
"Powder, for solution",Intramuscular; Subcutaneous,77 mcg,DB00066
Solution,Subcutaneous,300 unit,DB00066
Solution,Subcutaneous,450 unit,DB00066
Solution,Subcutaneous,900 unit,DB00066
Kit,Subcutaneous,,DB00066
"Injection, solution",Subcutaneous,300 [iU]/.5mL,DB00066
"Injection, solution",Subcutaneous,450 [iU]/.75mL,DB00066
"Injection, solution",Subcutaneous,900 [iU]/1.5mL,DB00066
"Injection, powder, for solution",Subcutaneous,,DB00066
"Kit; powder, for solution",Subcutaneous,,DB00066
Solution,Subcutaneous,,DB00066
"Injection, solution",Intramuscular; Subcutaneous,100 IU/0.5mL,DB00066
"Injection, solution",Intramuscular; Subcutaneous,150 IU/0.5mL,DB00066
"Injection, solution",Intramuscular; Subcutaneous,200 IU/0.5mL,DB00066
"Injection, solution",Intramuscular; Subcutaneous,225 IU/0.5mL,DB00066
"Injection, solution",Intramuscular; Subcutaneous,50 IU/0.5mL,DB00066
"Injection, solution",Intramuscular; Subcutaneous,75 IU/0.5mL,DB00066
"Injection, solution",Subcutaneous,150 IU/0.18mL,DB00066
"Injection, solution",Subcutaneous,300 IU/0.36mL,DB00066
"Injection, solution",Subcutaneous,600 IU/0.72mL,DB00066
"Injection, solution",Subcutaneous,900 IU/1.08mL,DB00066
Solution,Intramuscular; Subcutaneous,100 unit,DB00066
Solution,Intramuscular; Subcutaneous,50 unit,DB00066
Solution,Subcutaneous,833 unit,DB00066
Solution,Subcutaneous,737 unit,DB00066
"Liquid; powder, for solution",Intramuscular; Subcutaneous,,DB00066
Solution,Subcutaneous,12 mcg,DB00066
Solution,Subcutaneous,36 mcg,DB00066
Solution,Subcutaneous,72 mcg,DB00066
Injection,Intramuscular; Subcutaneous,20 [USP'U]/mL,DB00067
Liquid,Intramuscular; Subcutaneous,10 unit,DB00067
Injection,Intramuscular,20 [USP'U]/mL,DB00067
"Injection, solution",Intramuscular; Subcutaneous,20 [USP'U]/mL,DB00067
Liquid,Intramuscular; Nasal; Subcutaneous,20 unit,DB00067
Liquid,Intramuscular; Subcutaneous,20 unit,DB00067
Solution,Intramuscular; Subcutaneous,20 unit,DB00067
Injection,Intravenous,20 [USP'U]/mL,DB00067
"Injection, powder, for solution",Subcutaneous,0.25 mg/ml,DB00068
Kit,,,DB00068
"Powder, for solution",Subcutaneous,0.3 mg,DB00068
"Injection, powder, for solution",Subcutaneous,250 μg/ml,DB00068
Solution,Subcutaneous,0.03 mg,DB00069
Injection,Subcutaneous,150 [USP'U]/mL,DB00070
"Injection, solution",Infiltration; Interstitial; Intramuscular; Intraocular; Retrobulbar; Subcutaneous,150 [USP'U]/mL,DB00070
"Injection, solution",Subcutaneous,,DB00070
"Injection, solution",Subcutaneous,200 [USP'U]/mL,DB00070
Liquid,Infiltration; Subcutaneous,150 unit,DB00070
Suspension,Intramuscular; Subcutaneous,100 unit,DB00071
Solution,Intramuscular; Intravenous; Subcutaneous,100 unit,DB00071
"Injection, powder, for solution",Intravenous,150 mg,DB00072
"Injection, powder, lyophilized, for solution",Intravenous,150 mg/7.4mL,DB00072
"Injection, solution",Subcutaneous,600 mg,DB00072
Kit,,,DB00072
"Powder, for solution",Intravenous,440 mg,DB00072
"Kit; powder, for solution; solution",Intravenous,,DB00072
"Injection, solution",Intravenous,10 mg/mL,DB00073
Solution,Intravenous,10 mg,DB00073
"Injection, solution",Subcutaneous,,DB00073
Solution,Subcutaneous,1400 mg,DB00073
Solution,Subcutaneous,1600 mg,DB00073
"Injection, powder, for solution",Intravenous,10 mg/2.5mL,DB00074
"Injection, powder, for solution",Intravenous,10 mg,DB00074
"Injection, powder, for solution",Intravenous,20 mg/5mL,DB00074
"Injection, powder, for solution",Intravenous,20 mg,DB00074
"Powder, for solution",Intravenous,20 mg,DB00074
"Injection, solution",Intravenous,5 mg/5mL,DB00075
Solution,Intravenous,1 mg,DB00075
"Powder, for solution",Intravenous,38 mg,DB00076
"Injection, powder, for solution",Intravenous,40 mg/1,DB00076
"Injection, powder, lyophilized, for solution",Intravenous,38 mg/1,DB00076
"Powder, for solution",Intravenous,40 mg,DB00076
Kit,,,DB00078
Kit,Intravenous,1.6 mg/ml,DB00078
"Powder, for solution",Intravenous,500 mg,DB00080
"Injection, powder, lyophilized, for solution",Intravenous,350 mg/7mL,DB00080
"Injection, powder, lyophilized, for solution",Intravenous,50 mg/mL,DB00080
"Injection, powder, lyophilized, for solution",Intravenous,500 mg/10mL,DB00080
Kit; solution,Intravenous,14 mg,DB00081
"Injection, powder, for solution",Subcutaneous,10 mg,DB00082
"Injection, powder, for solution",Subcutaneous,15 mg,DB00082
"Injection, powder, for solution",Subcutaneous,20 mg,DB00082
"Injection, powder, for solution",Subcutaneous,25 mg,DB00082
"Injection, powder, for solution",Subcutaneous,30 mg,DB00082
Kit,,,DB00082
"Kit; powder, for solution",Subcutaneous,10 mg,DB00082
"Kit; powder, for solution",Subcutaneous,15 mg,DB00082
"Kit; powder, for solution",Subcutaneous,20 mg,DB00082
"Kit; powder, for solution",Subcutaneous,25 mg,DB00082
"Kit; powder, for solution",Subcutaneous,30 mg,DB00082
"Injection, powder, lyophilized, for solution",Intradermal; Intramuscular,100 [USP'U]/1,DB00083
"Injection, powder, lyophilized, for solution",Intradermal; Intramuscular,200 [USP'U]/1,DB00083
"Powder, for solution",Intramuscular,100 unit,DB00083
"Injection, powder, lyophilized, for solution",Intramuscular,300 U/1,DB00083
"Injection, powder, lyophilized, for solution",Intramuscular,500 U/1,DB00083
"Powder, for solution",Intramuscular,300 unit,DB00083
"Powder, for solution",Intramuscular,500 unit,DB00083
Gel,Topical,10 g/10mL,DB00083
"Injection, powder, lyophilized, for solution",Intramuscular,100 [USP'U]/1,DB00083
"Injection, powder, lyophilized, for solution",Intramuscular,200 [USP'U]/1,DB00083
"Injection, powder, lyophilized, for solution",Intramuscular,50 [USP'U]/1,DB00083
"Powder, for solution",Intramuscular,50 unit,DB00083
Tablet,Oral,50 mg,DB00085
Tablet,Oral,,DB00085
Tablet,Oral,400 mg,DB00085
,Oral,1 g,DB00085
Capsule,Oral,340 mg,DB00085
"Tablet, delayed release",Oral,1 g,DB00085
Powder,Oral,,DB00085
"Tablet, delayed release",Oral,330 mg,DB00085
Tablet,Oral,150 mg,DB00085
"Powder, for solution",Intracoronary; Intravenous,1500000 unit,DB00086
"Powder, for solution",Intracoronary; Intravenous,250000 unit,DB00086
"Powder, for solution",Intracoronary; Intravenous,750000 unit,DB00086
"Powder, for solution",Intravenous,1500000 unit,DB00086
"Powder, for solution",Intravenous,250000 unit,DB00086
"Powder, for solution",Intravenous,750000 unit,DB00086
Injection,Intravenous,30 mg/mL,DB00087
"Injection, solution, concentrate",Intravenous,12 mg/1.2mL,DB00087
Solution,Intravenous,12 mg,DB00087
Solution,Intravenous,10 mg,DB00087
Solution,Intravenous,30 mg,DB00087
Kit,,,DB00089
"Injection, solution, concentrate",Intravenous,100 U/ml,DB00090
"Injection, solution, concentrate",Intravenous,2.9 mg/5mL,DB00090
Solution,Intravenous,0.58 mg,DB00090
Liquid,Ophthalmic,.0005 g/100mL,DB00091
Liquid,Topical,.25 g/100mL,DB00091
"Capsule, gelatin coated",Oral,100 mg/1,DB00091
"Capsule, gelatin coated",Oral,25 mg/1,DB00091
"Injection, solution",Intravenous,50 mg/mL,DB00091
Solution,Oral,100 mg/mL,DB00091
"Capsule, liquid filled",Oral,100 mg/1,DB00091
"Capsule, liquid filled",Oral,25 mg/1,DB00091
"Capsule, liquid filled",Oral,50 mg/1,DB00091
Emulsion,Ophthalmic,1 mg/mL,DB00091
Capsule,Oral,100 mg/1,DB00091
Capsule,Oral,25 mg/1,DB00091
Capsule,Oral,50 mg/1,DB00091
Capsule,Oral,100 mg,DB00091
Capsule,Oral,10 mg,DB00091
Capsule,Oral,25 mg,DB00091
Capsule,Oral,50 mg,DB00091
Solution,Oral,100 mg,DB00091
Emulsion,Ophthalmic,.5 mg/mL,DB00091
Emulsion,Ophthalmic,0.05 %,DB00091
Injection,Intravenous,50 mg/mL,DB00091
Liquid,Intravenous,50 mg,DB00091
Liquid,Oral,100 mg,DB00091
"Powder, for solution",Intramuscular,15 mg,DB00092
Kit,Subcutaneous,,DB00094
"Powder, for solution",Intramuscular; Subcutaneous,75 unit,DB00094
"Kit; liquid; powder, for solution",Intramuscular; Subcutaneous,,DB00094
"Liquid; powder, for solution",Intramuscular; Subcutaneous,,DB00094
"Liquid; powder, for solution",Intramuscular,,DB00094
"Powder, for solution",Intramuscular,75 unit,DB00094
"Powder, for solution",Intramuscular,,DB00094
"Injection, powder, for solution",Subcutaneous,100 mg/ml,DB00095
"Powder, for solution",Subcutaneous,150 mg,DB00095
Solution,Subcutaneous,250 mcg,DB00097
"Injection, solution",Subcutaneous,250 micrograms,DB00097
"Injection, solution",Subcutaneous,250 micrograms/0.5ml,DB00097
"Injection, powder, lyophilized, for solution",Intravenous,5 mg/mL,DB00098
"Powder, for solution",Intravenous,25 mg,DB00098
"Injection, solution",Intravenous; Subcutaneous,30000000 [units of filgrastim]/0.5ml,DB00099
"Injection, solution",Intravenous; Subcutaneous,48000000 [units of filgrastim]/0.5ml,DB00099
"Injection, solution",Intravenous; Subcutaneous,30 MIU,DB00099
"Injection, solution",Intravenous; Subcutaneous,48 MIU,DB00099
"Injection, solution",Subcutaneous,300 ug/.5mL,DB00099
"Injection, solution",Subcutaneous,480 ug/.8mL,DB00099
Solution,Intravenous; Subcutaneous,480 mcg,DB00099
"Injection, solution",Intravenous,300 ug/mL,DB00099
"Injection, solution",Intravenous,300 ug/.5mL,DB00099
"Injection, solution",Intravenous,480 ug/.8mL,DB00099
"Injection, solution",Intravenous; Subcutaneous,300 ug/.5mL,DB00099
"Injection, solution",Intravenous; Subcutaneous,300 ug/mL,DB00099
"Injection, solution",Intravenous; Subcutaneous,480 ug/1.6mL,DB00099
"Injection, solution",Intravenous; Subcutaneous,480 ug/.8mL,DB00099
Solution,Intravenous; Subcutaneous,300 mcg,DB00099
Solution,Intravenous; Subcutaneous,600 mcg,DB00099
"Injection, solution",Intravenous; Subcutaneous,12000000 [units of filgrastim]/0.2mL,DB00099
"Powder, for solution",Intravenous,1000 unit,DB00100
"Powder, for solution",Intravenous,1500 unit,DB00100
"Powder, for solution",Intravenous,2000 unit,DB00100
"Powder, for solution",Intravenous,250 unit,DB00100
"Powder, for solution",Intravenous,3000 unit,DB00100
"Powder, for solution",Intravenous,500 unit,DB00100
"Kit; liquid; powder, for solution",Intravenous,,DB00100
"Kit; powder, for solution",Intravenous,1000 unit,DB00100
"Kit; powder, for solution",Intravenous,2000 unit,DB00100
"Kit; powder, for solution",Intravenous,500 unit,DB00100
Kit,,,DB00100
Kit,,,DB00100
"Kit; powder, for solution",Intravenous,250 unit,DB00100
"Kit; powder, for solution",Intravenous,3000 unit,DB00100
Gel,Cutaneous,0.01 %,DB00102
Gel,Topical,100 ug/g,DB00102
Gel,Topical,100 mcg,DB00102
"Injection, powder, for solution",Intravenous,35 mg,DB00103
"Injection, powder, for solution",Intravenous,5 mg,DB00103
"Injection, powder, lyophilized, for solution",Intravenous,5 mg/mL,DB00103
"Powder, for solution",Intravenous,35 mg,DB00103
"Powder, for solution",Intravenous,5 mg,DB00103
"Injection, solution, concentrate",Intravenous,1 mg/ml,DB00103
Solution,Intravenous,1 mg,DB00103
Injection,Intravenous; Subcutaneous,100 ug/mL,DB00104
Injection,Intravenous; Subcutaneous,1000 ug/mL,DB00104
Injection,Intravenous; Subcutaneous,200 ug/mL,DB00104
Injection,Intravenous; Subcutaneous,50 ug/mL,DB00104
Injection,Intravenous; Subcutaneous,500 ug/mL,DB00104
"Injection, solution",Intravenous; Subcutaneous,100 ug/mL,DB00104
"Injection, solution",Intravenous; Subcutaneous,1000 ug/mL,DB00104
"Injection, solution",Intravenous; Subcutaneous,200 ug/mL,DB00104
"Injection, solution",Intravenous; Subcutaneous,50 ug/mL,DB00104
"Injection, solution",Intravenous; Subcutaneous,500 ug/mL,DB00104
Solution,Intravenous; Subcutaneous,100 mcg,DB00104
Solution,Intravenous; Subcutaneous,500 mcg,DB00104
Solution,Intravenous; Subcutaneous,50 mcg,DB00104
Solution,Intravenous; Subcutaneous,200 mcg,DB00104
Powder,Intramuscular,10 mg,DB00104
Powder,Intramuscular,20 mg,DB00104
Powder,Intramuscular,30 mg,DB00104
Kit,,,DB00104
"Injection, solution",Intralesional; Intramuscular; Subcutaneous,19.2 ug/.5mL,DB00105
"Injection, solution",Intramuscular; Subcutaneous,11.6 ug/.5mL,DB00105
Kit,,,DB00105
"Kit; liquid; powder, for solution",Intralesional; Intramuscular; Intravenous; Subcutaneous,,DB00105
Liquid,Subcutaneous,15000000 unit,DB00105
Liquid,Subcutaneous,25000000 unit,DB00105
Liquid,Subcutaneous,50000000 unit,DB00105
"Liquid; powder, for solution",Intralesional; Intramuscular; Intravenous; Subcutaneous,,DB00105
Solution,Intramuscular; Intravenous; Subcutaneous,10000000 unit,DB00105
Solution,Intramuscular; Intravenous; Subcutaneous,6000000 unit,DB00105
"Liquid; powder, for solution",Intralesional; Intramuscular; Subcutaneous,,DB00105
Liquid,Intralesional; Intramuscular; Subcutaneous,5000000 unit,DB00105
Liquid,Subcutaneous,10000000 unit,DB00105
Liquid,Subcutaneous,3000000 unit,DB00105
Liquid,Subcutaneous,5000000 unit,DB00105
Capsule; kit; liquid,Oral; Subcutaneous,,DB00105
Injection,Intramuscular; Intravenous,10 [USP'U]/mL,DB00107
"Injection, solution",Intramuscular; Intravenous,10 [USP'U]/mL,DB00107
"Injection, solution",Intravenous,10 [USP'U]/1000mL,DB00107
"Injection, solution",Intravenous,2 [USP'U]/100mL,DB00107
"Injection, solution",Intravenous,20 [USP'U]/500mL,DB00107
"Injection, solution",Intravenous,30 [USP'U]/1000mL,DB00107
"Injection, solution",Intravenous,30 [USP'U]/500mL,DB00107
Liquid,Intramuscular; Intravenous,10 unit,DB00107
Solution,Intramuscular; Intravenous,10 unit,DB00107
Injection,Intravenous,10 [iU]/mL,DB00107
Injection,Intravenous,300 mg/15mL,DB00108
Solution,Intravenous,300 mg,DB00108
"Injection, powder, for solution",Subcutaneous,90 mg/ml,DB00109
Kit,,,DB00109
"Powder, for solution",Subcutaneous,108 mg,DB00109
"Injection, powder, for solution",Intramuscular,100 mg,DB00110
"Injection, powder, for solution",Intramuscular,50 mg,DB00110
"Injection, solution",Intramuscular,100 mg/mL,DB00110
"Injection, solution",Intramuscular,50 mg/.5mL,DB00110
"Powder, for solution",Intramuscular,100 mg,DB00110
"Powder, for solution",Intramuscular,50 mg,DB00110
Solution,Intramuscular,100 mg,DB00110
Solution,Intramuscular,50 mg,DB00110
"Injection, solution, concentrate",Intravenous,25 mg,DB00111
Liquid,Intravenous,5 mg,DB00111
"Injection, solution",Subcutaneous,150 mg/mL,DB00111
Solution,Subcutaneous,150 mg,DB00111
"Injection, solution",Intravenous,100 mg/4mL,DB00112
"Injection, solution",Intravenous,400 mg/16mL,DB00112
Solution,Intravenous,25 mg,DB00112
"Capsule, delayed release pellets",Oral,,DB00114
Capsule,Oral,,DB00114
Tablet,Oral,,DB00114
"Capsule, gelatin coated",Oral,,DB00114
Capsule; liquid,Oral,,DB00115
Tablet,Oral,,DB00115
Elixir,Oral,,DB00115
Tablet,Oral,1000 mcg,DB00115
Kit,Intramuscular; Subcutaneous,,DB00115
Liquid,Intramuscular,1 mg,DB00115
Wafer,Oral,,DB00115
Tablet,Oral,6 mcg,DB00115
Solution,Intramuscular; Subcutaneous,1 mg,DB00115
"Capsule, liquid filled",Oral,,DB00115
Injection,Intramuscular; Subcutaneous,1000 ug/mL,DB00115
