parent_key,synonym,language,coder
DB00139,Acide succinique,,
DB00139,Acidum succinicum,,
DB00139,Amber acid,,
DB00139,Asuccin,,
DB00139,Bernsteinsaeure,,
DB00139,Bernsteinsaure,,
DB00139,Butandisaeure,,
DB00139,Butanedioic acid,,
DB00139,Butanedionic acid,,
DB00139,Dihydrofumaric acid,,
DB00139,e363,,
DB00139,Ethylenesuccinic acid,,
DB00139,HOOC-CH2-CH2-COOH,,
DB00139,Spirit of amber,,
DB00139,Succinate,,
DB00139,Succinic acid,,
DB00140,"1-Deoxy-1-(7,8-dimethyl-2,4-dioxo-3,4-dihydrobenzo[g]pteridin-10(2H)-yl)pentitol",,
DB00140,"6,7-Dimethyl-9-D-ribitylisoalloxazine",,
DB00140,"7,8-Dimethyl-10-(D-ribo-2,3,4,5-tetrahydroxypentyl)isoalloxazine",,
DB00140,"7,8-Dimethyl-10-ribitylisoalloxazine",,
DB00140,Lactoflavin,,
DB00140,Lactoflavine,,
DB00140,Riboflavina,Spanish,INN
DB00140,Riboflavine,French,INN
DB00140,Riboflavinum,Latin,INN
DB00140,Vitamin B2,,
DB00140,Vitamin Bi,,
DB00140,Vitamin G,,
DB00141,2-Acetamido-2-deoxy-D-glucose,,
DB00141,aldehydo-N-acetyl-D-glucosamine,,
DB00141,D-GlcNAc,,
DB00141,N-Acetyl-D-glucosamine,,
DB00141,N-Acetylchitosamine,,
DB00142,(2S)-2-Aminopentanedioic acid,,
DB00142,(S)-2-Aminopentanedioic acid,,
DB00142,(S)-Glutamic acid,,
DB00142,Glu,,
DB00142,L-Glutamate,,
DB00142,L-Glutamic acid,,
DB00142,L-Glutaminic acid,,
DB00143,5-L-Glutamyl-L-cysteinylglycine,,
DB00143,gamma-L-Glutamyl-L-cysteinyl-glycine,,
DB00143,Glutathione,,
DB00143,Glutathione-SH,,
DB00143,GSH,,
DB00143,N-(N-gamma-L-Glutamyl-L-cysteinyl)glycine,,
DB00143,Reduced glutathione,,
DB00144,Phosphatidyl-L-serine,,
DB00144,Phosphatidylserine,,
DB00144,PS,,
DB00144,Ptd-L-Ser,,
DB00145,Aminoacetic acid,,
DB00145,Aminoessigsäure,German,
DB00145,Aminoethanoic acid,,
DB00145,Gly,,
DB00145,Glycin,German,
DB00145,Glycocoll,,
DB00145,Glykokoll,German,
DB00145,Glyzin,German,
DB00145,Leimzucker,German,
DB00146,"(3S,5Z,7E)-9,10-secocholesta-5,7,10-triene-3,25-diol",,
DB00146,"(3β,5Z,7E)-9,10-secocholesta-5,7,10(19)-triene-3,25-diol",,
DB00146,"(5Z,7E)-(3S)-9,10-secocholesta-5,7,10(19)-triene-3,25-diol",,
DB00146,25-hydroxycholecalciferol,,
DB00146,25-Hydroxyvitamin D3,,
DB00146,Calcidiol,,
DB00146,Calcifédiol,French,
DB00146,Calcifediol,English/Spanish,INN
DB00146,Calcifediol anhydrous,,
DB00146,Calcifediolum,Latin,INN
DB00147,2-methyl-3-hydroxy-4-formyl-5-hydroxymethylpyridine,,
DB00147,3-hydroxy-5-(hydroxymethyl)-2-methyl-4-pyridinecarboxaldehyde,,
DB00147,3-hydroxy-5-(hydroxymethyl)-2-methylisonicotinaldehyde,,
DB00147,3-hydroxy-5-(hydroxymethyl)-2-methylpyridine-4-carboxaldehyde,,
DB00147,Piridoxal,,
DB00147,Pyridoxaldehyde,,
DB00148,((amino(Imino)methyl)(methyl)amino)acetic acid,,
DB00148,(alpha-Methylguanido)acetic acid,,
DB00148,(N-methylcarbamimidamido)acetic acid,,
DB00148,(α-methylguanido)acetic acid,,
DB00148,alpha-Methylguanidino acetic acid,,
DB00148,Creatin,,
DB00148,Kreatin,,
DB00148,Methylglycocyamine,,
DB00148,N-(aminoiminomethyl)-N-methylglycine,,
DB00148,N-amidinosarcosine,,
DB00148,N-carbamimidoyl-N-methylglycine,,
DB00148,N-methyl-N-guanylglycine,,
DB00149,(2S)-2-Amino-4-methylpentanoic acid,,
DB00149,(2S)-alpha-2-Amino-4-methylvaleric acid,,
DB00149,(2S)-alpha-Leucine,,
DB00149,(S)-(+)-Leucine,,
DB00149,(S)-Leucine,,
DB00149,2-Amino-4-methylvaleric acid,,
DB00149,L,,
DB00149,L-Leucin,German,
DB00149,L-Leuzin,German,
DB00149,Leu,,
DB00149,Leucine,,
DB00150,(2S)-2-amino-3-(1H-indol-3-yl)propanoic acid,,
DB00150,(S)-alpha-Amino-beta-(3-indolyl)-propionic acid,,
DB00150,(S)-Tryptophan,,
DB00150,(S)-α-amino-1H-indole-3-propanoic acid,,
DB00150,L-(-)-Tryptophan,,
DB00150,L-(−)-tryptophan,,
DB00150,L-β-3-indolylalanine,,
DB00150,Trp,,
DB00150,Tryptophan,,
DB00150,W,,
DB00151,(2R)-2-amino-3-mercaptopropanoic acid,,
DB00151,(2R)-2-amino-3-sulfanylpropanoic acid,,
DB00151,(R)-2-Amino-3-mercaptopropanoic acid,,
DB00151,Cys,,
DB00151,Cysteine,,
DB00151,Free Cysteine,,
DB00151,L-2-Amino-3-mercaptopropionic acid,,
DB00151,L-Cys,,
DB00151,L-Cystein,German,
DB00151,L-Zystein,German,
DB00152,Aneurin,,
DB00152,Antiberiberi factor,,
DB00152,Thiamin,German,
DB00152,thiamine,English/French,
DB00152,thiamine(1+),,
DB00152,thiamine(1+) ion,,
DB00152,thiaminium,Latin,
DB00152,tiamina,Spanish,
DB00152,Vitamin B1,,
DB00153,"(3β,5Z,7E,22E)-9,10-secoergosta-5,7,10(19),22-tetraen-3-ol",,
DB00153,"(5Z,7E,22E)-(3S)-9,10-seco-5,7,10(19),22-ergostatetraen-3-ol",,
DB00153,"(5Z,7E,22E)-(3S)-9,10-secoergosta-5,7,10(19),22-tetraen-3-ol",,
DB00153,Activated ergosterol,,
DB00153,Ercalciol,,
DB00153,Ergocalciférol,French,
DB00153,Ergocalciferol,English/Spanish,
DB00153,Ergocalciferolum,Latin,
DB00153,Oleovitamin D2,,
DB00153,Viosterol,,
DB00153,Vitamin D2,,
DB00153,Vitamina D2,Spanish,
DB00154,"(8Z,11Z,14Z)-Icosatrienoic acid",,
DB00154,"(Z,Z,Z)-8,11,14-Eicosatrienoic acid",,
DB00154,"(Z,Z,Z)-8,11,14-Icosatrienoate",,
DB00154,"(Z,Z,Z)-8,11,14-Icosatrienoic acid",,
DB00154,"20:3, n-6,9,12 all-cis",,
DB00154,"8,11,14-Eicosatrienoic Acid",,
DB00154,"8c,11c,14c-eicosatrienoic acid",,
DB00154,"8c,11c,14c-Eicosatriensäure",German,
DB00154,"all-cis-8,11,14-eicosatrienoic acid",,
DB00154,"all-cis-8,11,14-icosatrienoic acid",,
DB00154,"all-cis-eicosa-8,11,14-trienoic acid",,
DB00154,"all-cis-Eicosa-8,11,14-triensäure",German,
DB00154,"all-cis-icosa-8,11,14-trienoic acid",,
DB00154,"C20:3, n-6,9,12 all-cis",,
DB00154,"cis,cis,cis-8,11,14-eicosatrienoic acid",,
DB00154,DGLA,,
DB00154,dihomo-γ-linolenic acid,,
DB00154,"eicosa-8Z,11Z,14Z-trienoic acid",,
DB00154,gamma-Homolinolenic acid,,
DB00154,Homo-gamma-linolenic acid,,
DB00154,Homo-gamma-linolensäure,German,
DB00154,Homo-γ-linolensäure,German,
DB00155,(S)-2-Amino-5-ureidopentanoic acid,,
DB00155,2-Amino-5-ureidovaleric acid,,
DB00155,alpha-amino-delta-Ureidovaleric acid,,
DB00155,Cit,,
DB00155,Citrulline,,
DB00155,delta-Ureidonorvaline,,
DB00155,L-2-Amino-5-ureidovaleric acid,,
DB00155,L-Citrulline,,
DB00155,N(5)-(Aminocarbonyl)-L-ornithine,,
DB00155,N(delta)-Carbamylornithine,,
DB00155,N5-(Aminocarbonyl)ornithine,,
DB00155,N5-Carbamoyl-L-ornithine,,
DB00155,N5-carbamoylornithine,,
DB00155,α-amino-δ-ureidovaleric acid,,
DB00155,δ-ureidonorvaline,,
DB00156,"(2S,3R)-(-)-Threonine",,
DB00156,(2S)-threonine,,
DB00156,2-Amino-3-hydroxybutyric acid,,
DB00156,L-(-)-Threonine,,
DB00156,L-2-Amino-3-hydroxybutyric acid,,
DB00156,L-alpha-amino-beta-hydroxybutyric acid,,
DB00156,L-Threonin,,
DB00156,L-α-amino-β-hydroxybutyric acid,,
DB00156,Thr,,
DB00156,Threonine,,
DB00157,"1,4-dihydronicotinamide adenine dinucleotide",,
DB00157,DPNH,,
DB00157,NAD reduced form,,
DB00157,Nicotinamide adenine dinucleotide (reduced),,
DB00157,"Nicotinamide-adenine dinucleotide, reduced",,
DB00157,Reduced nicotinamide adenine diphosphate,,
DB00157,Reduced nicotinamide-adenine dinucleotide,,
DB00158,Folacin,,
DB00158,Folate,,
DB00158,Folic acid,,
DB00158,Folsaeure,,
DB00158,"N-[(4-{[(2-amino-4-oxo-1,4-dihydropteridin-6-yl)methyl]amino}phenyl)carbonyl]-L-glutamic acid",,
DB00158,N-Pteroyl-L-glutamic acid,,
DB00158,PGA,,
DB00158,PteGlu,,
DB00158,Pteroyl-L-glutamate,,
DB00158,Pteroyl-L-glutamic acid,,
DB00158,Pteroyl-L-monoglutamic acid,,
DB00158,Pteroylglutamic acid,,
DB00158,Vitamin B9,,
DB00158,Vitamin Bc,,
DB00158,Vitamin M,,
DB00159,"(5Z,8Z,11Z,14Z,17Z)-5,8,11,14,17-eicosapentaenoic acid",,
DB00159,"(5Z,8Z,11Z,14Z,17Z)-Eicosapentaenoate",,
DB00159,"(5Z,8Z,11Z,14Z,17Z)-Eicosapentaenoic acid",,
DB00159,"(5Z,8Z,11Z,14Z,17Z)-Icosapentaenoic acid",,
DB00159,"(all-Z)-5,8,11,14,17-eicosapentaenoic acid",,
DB00159,"5,8,11,14,17-eicosapentaenoic acid",,
DB00159,"5,8,11,14,17-Icosapentaenoic acid",,
DB00159,"all-cis-5,8,11,14,17-eicosapentaenoic acid",,
DB00159,"all-cis-5,8,11,14,17-icosapentaenoic acid",,
DB00159,"all-cis-icosa-5,8,11,14,17-pentaenoic acid",,
DB00159,"cis-5,8,11,14,17-eicosapentaenoic acid",,
DB00159,"cis-5,8,11,14,17-EPA",,
DB00159,"cis-delta(5,8,11,14,17)-Eicosapentaenoic acid",,
DB00159,Eicosapentaenoic acid,,
DB00159,EPA,,
DB00159,Icosapentaenoic acid,,
DB00159,Icosapento,Spanish,
DB00159,Icosapentum,Latin,
DB00159,Timnodonic acid,,
DB00160,(2S)-2-aminopropanoic acid,,
DB00160,(S)-2-aminopropanoic acid,,
DB00160,(S)-alanine,,
DB00160,Alanine,,
DB00160,L-2-Aminopropionic acid,,
DB00160,L-Alanin,German,
DB00160,L-alpha-Alanine,,
DB00160,L-α-alanine,,
DB00161,(2S)-2-Amino-3-methylbutanoic acid,,
DB00161,(S)-Valine,,
DB00161,2-Amino-3-methylbutyric acid,,
DB00161,L-(+)-alpha-Aminoisovaleric acid,,
DB00161,L-alpha-Amino-beta-methylbutyric acid,,
DB00161,Val,,
DB00161,Valine,,
DB00162,"(2E,4E,6E,8E)-3,7-dimethyl-9-(2,6,6-trimethylcyclohex-1-en-1-yl)nona-2,4,6,8-tetraen-1-ol",,
DB00162,all-trans-retinol,,
DB00162,all-trans-retinyl alcohol,,
DB00162,all-trans-vitamin A alcohol,,
DB00162,Retinol,,
DB00162,Vitamin A1,,
DB00163,(+)-α-tocopherol,,
DB00163,"(2R,4'R,8'R)-α-tocopherol",,
DB00163,"(2R)-2,5,7,8-TETRAMETHYL-2-[(4R,8R)-4,8,12-TRIMETHYLTRIDECYL]CHROMAN-6-OL",,
DB00163,"(R,R,R)-α-tocopherol",,
DB00163,"5,7,8-trimethyltocol",,
DB00163,alpha-tocopherol,,
DB00163,d-α-tocopherol,,
DB00165,"2-Methyl-3-hydroxy-4,5-dihydroxymethylpyridine",,
DB00165,"3-hydroxy-4,5-bis(hydroxymethyl)-2-methylpyridine",,
DB00165,"3-Hydroxy-4,5-dimethylol-alpha-picoline",,
DB00165,"5-Hydroxy-6-methyl-3,4-pyridinedimethanol",,
DB00165,Pyridoxine,,
DB00165,Pyridoxol,,
DB00165,Vitamin B6,,
DB00166,(+)-alpha-Lipoic acid,,
DB00166,(R)-(+)-Lipoate,,
DB00166,(R)-(+)-lipoic acid,,
DB00166,"(R)-1,2-Dithiolane-3-pentanoic acid",,
DB00166,"(R)-1,2-dithiolane-3-valeric acid",,
DB00166,"(R)-6,8-thioctic acid",,
DB00166,(R)-lipoic acid,,
DB00166,Alpha lipoic acid,,
DB00166,alpha-Lipoic acid,,
DB00166,alpha-Liponsäure,German,
DB00166,D-thioctic acid,,
DB00166,R-(+)-thioctic acid,,
DB00166,R-alpha-lipoic acid,,
DB00166,Thioctic acid,,
DB00166,Thioctic acid D-form,,
DB00166,α-lipoic acid,,
DB00167,"(2S,3S)-2-Amino-3-methylpentanoic acid",,
DB00167,2-Amino-3-methylvaleric acid,,
DB00167,alpha-amino-beta-methylvaleric acid,,
DB00167,I,,
DB00167,Ile,,
DB00167,Isoleucine,,
DB00167,L-Isoleucine,,
DB00167,α-amino-β-methylvaleric acid,,
DB00168,1-Methyl N-L-alpha-aspartyl-L-phenylalanate,,
DB00168,1-Methyl N-L-alpha-aspartyl-L-phenylalanine,,
DB00168,1-methyl N-L-α-aspartyl-L-phenylalanate,,
DB00168,3-Amino-N-(alpha-carboxyphenethyl)succinamic acid N-methyl ester,,
DB00168,3-Amino-N-(alpha-methoxycarbonylphenethyl) succinamic acid,,
DB00168,3-Amino-N-(α-carboxyphenethyl)succinamic acid N-methyl ester,,
DB00168,3-Amino-N-(α-methoxycarbonylphenethyl) succinamic acid,,
DB00168,Asp-phe-ome,,
DB00168,Aspartam,French,INN
DB00168,Aspartame,,"INN, BAN, USAN"
DB00168,Aspartamo,Spanish,INN
DB00168,Aspartamum,Latin,INN
DB00168,Aspartylphenylalanine methyl ester,,
DB00168,L-Aspartyl-L-phenylalanine methyl ester,,
DB00169,(+)-vitamin D3,,
DB00169,"(1S,3Z)-3-[(2e)-2-[(1R,3AR,7as)-7a-methyl-1-[(2R)-6-methylheptan-2-yl]-2,3,3a,5,6,7-hexahydro-1H-inden-4-ylidene]ethylidene]-4-methylidene-cyclohexan-1-ol",,
DB00169,"(3β,5Z,7E)-9,10-secocholesta-5,7,10(19)-trien-3-ol",,
DB00169,"(5Z,7E)-(3S)-9,10-secocholesta-5,7,10(19)-trien-3-ol",,
DB00169,Activated 7-dehydrocholesterol,,
DB00169,Calciol,,
DB00169,CC,,
DB00169,Colecalciferol,,
DB00169,colecalciferolum,Latin,
DB00169,Oleovitamin D3,,
DB00169,Vitamin D-3,,
DB00169,Vitamin D3,,
DB00170,"2-Methyl-1,4-Naphthalenedione",,
DB00170,"2-Methyl-1,4-naphthochinon",,
DB00170,"2-Methyl-1,4-naphthoquinone",,
DB00170,Menadione,,
DB00170,Vitamin K3,,
DB00171,Adenosine 5'-triphosphate,,
DB00171,Adenosine triphosphate,,
DB00171,Adenosine-5'-triphosphate,,
DB00171,ATP,,
DB00172,(-)-2-Pyrrolidinecarboxylic acid,,
DB00172,(−)-(S)-proline,,
DB00172,(−)-2-pyrrolidinecarboxylic acid,,
DB00172,(−)-proline,,
DB00172,(2S)-pyrrolidine-2-carboxylic acid,,
DB00172,(S)-2-Carboxypyrrolidine,,
DB00172,(S)-2-Pyrrolidinecarboxylic acid,,
DB00172,(S)-pyrrolidine-2-carboxylic acid,,
DB00172,2-Pyrrolidinecarboxylic acid,,
DB00172,L-(−)-proline,,
DB00172,L-alpha-pyrrolidinecarboxylic acid,,
DB00172,L-Prolin,,
DB00172,L-pyrrolidine-2-carboxylic acid,,
DB00172,L-α-pyrrolidinecarboxylic acid,,
DB00172,P,,
DB00172,Prolina,Spanish,
DB00172,Proline,,
DB00172,Prolinum,Latin,
DB00173,6-Aminopurine,,
DB00173,Adenin,,
DB00173,Vitamin B4,,
DB00174,(2S)-2-amino-3-carbamoylpropanoic acid,,
DB00174,"(2S)-2,4-diamino-4-oxobutanoic acid",,
DB00174,(S)-2-amino-3-carbamoylpropanoic acid,,
DB00174,(S)-Asparagine,,
DB00174,2-Aminosuccinamic acid,,
DB00174,alpha-aminosuccinamic acid,,
DB00174,Asn,,
DB00174,Asparagine,,
DB00174,Aspartamic acid,,
DB00174,L-2-aminosuccinamic acid,,
DB00174,L-Asparagin,,
DB00174,L-Asparagine,,
DB00174,L-aspartic acid beta-amide,,
DB00174,L-aspartic acid β-amide,,
DB00174,N,,
DB00174,α-aminosuccinamic acid,,
DB00175,"(+)-(3R,5R)-3,5-dihydroxy-7-[(1S,2S,6S,8S,8aR)-6-hydroxy-2-methyl-8-{[(S)-2-methylbutyryl]oxy}-1,2,6,7,8,8a-hexahydro-1-naphthyl]heptanoic acid",,
DB00175,Pravastatin acid,,
DB00175,Pravastatina,Spanish,
DB00175,Pravastatine,French,
DB00175,Pravastatinum,Latin,
DB00176,Fluvoxamina,Spanish,INN
DB00176,Fluvoxamine,,
DB00176,Fluvoxaminum,Latin,INN
DB00177,(S)-N-Valeryl-N-{[2'-(1H-tetrazol-5-yl)biphenyl-4-yl]-methyl}-valine,,
DB00177,N-(P-(O-1H-Tetrazol-5-ylphenyl)benzyl)-N-valeryl-L-valine,,
DB00177,N-pentanoyl-N-{[2'-(1H-tetrazol-5-yl)biphenyl-4-yl]methyl}-L-valine,,
DB00178,"(2S-(1(R*(r*)),2alpha,3abeta,6abeta))-1-(2-((1-(ethoxycarbonyl)-3-phenylpropyl)amino)-1-oxopropyl)octahydrocyclopenta(b)pyrrole-2-carboxylic acid",,
DB00178,Altace (tn),,
DB00178,Ramipril,,
DB00178,Ramiprilum,Latin,
DB00178,Tritace,,
DB00179,erythro-nordihydroguaiaretic acid,,
DB00179,Masoprocolum,Latin,INN
DB00179,"meso-1,4-bis(3,4-dihydroxyphenyl)-2,3-dimethylbutane",,
DB00179,"meso-2,3-bis(3,4-dihydroxyphenylmethyl)butane",,
DB00179,"meso-4-[4-(3,4-dihydroxyphenyl)-2,3-dimethylbutyl]benzene-1,2-diol",,
DB00179,"meso-4,4'-(2,3-dimethyl-1,4-butanediyl)bis(pyrocatechol)",,
DB00179,"meso-4,4'-(2,3-dimethyltetramethylene)dipyrocatechol",,
DB00179,meso-NDGA,,
DB00179,meso-nordihydroguaiaretic acid,,
DB00179,"meso-β,γ-dimethyl-α,δ-bis(3,4-dihydroxyphenyl)butan",,
DB00179,Nordihydroguaiaretic acid,,WHO-DD
DB00180,Flunisolida,Spanish,
DB00180,Flunisolide,French,
DB00180,Flunisolide anhydrous,,
DB00180,Flunisolidum,Latin,
DB00181,(+-)-Baclofen,,
DB00181,4-Amino-3-(4-chlorophenyl)butyric acid,,
DB00181,Baclofene,,
DB00181,Baclofeno,,
DB00181,Baclofenum,,
DB00181,beta-(4-Chlorophenyl)gaba,,
DB00181,beta-(Aminomethyl)-4-chlorobenzenepropanoic acid,,
DB00181,beta-(Aminomethyl)-P-chlorohydrocinnamic acid,,
DB00181,beta-(P-Chlorophenyl)-gamma-aminobutyric acid,,
DB00181,DL-4-Amino-3-P-chlorophenylbutanoic acid,,
DB00181,DL-Baclofen,,
DB00181,gamma-Amino-beta-(P-chlorophenyl)butyric acid,,
DB00182,1-phenyl-2-aminopropane,,
DB00182,1-Phenylpropan-2-amin,,
DB00182,alpha-Methylbenzeneethaneamine,,
DB00182,alpha-Methylphenylethylamine,,
DB00182,Amfetamine,,INN
DB00182,Amfetaminum,,
DB00182,Amphetamin,,
DB00182,Amphetamine,,
DB00182,beta-Aminopropylbenzene,,
DB00182,beta-Phenylisopropylamin,,
DB00182,beta-Phenylisopropylamine,,
DB00182,Desoxynorephedrine,,
DB00182,rac-(2R)-1-phenylpropan-2-amine,,IUPAC
DB00182,rac-amphetamine,,
DB00182,α-methylbenzeneethaneamine,,
DB00182,α-methylphenethylamine,,
DB00182,β-aminopropylbenzene,,
DB00182,β-phenylisopropylamine,,
DB00184,(−)-nicotine,,
DB00184,(S)-(−)-nicotine,,
DB00184,(S)-3-(1-methylpyrrolidin-2-yl)pyridine,,
DB00184,(S)-3-(N-methylpyrrolidin-2-yl)pyridine,,
DB00184,(S)-Nicotine,,
DB00184,3-(2-(N-methylpyrrolidinyl))pyridine,,
DB00184,3-(N-methylpyrollidino)pyridine,,
DB00184,L(−)-nicotine,,
DB00184,Nicotine betadex,,WHO-DD
DB00184,Nicotine polacrilex,,WHO-DD
DB00185,"2-Methyspiro(1,3-oxathiolane-5,3)quinuclidine",,
DB00185,Cevimelina,,
DB00185,Cevimelinum,,
DB00185,Sni 2011,,
DB00186,o-Chlorooxazepam,,
DB00186,o-Chloroxazepam,,
DB00187,(±)-esmolol,,
DB00187,(±)-methyl p-(2-hydroxy-3-(isopropylamino)propoxy)hydrocinnamate,,
DB00187,3-[4-(2-Hydroxy-3-isopropylamino-propoxy)-phenyl]-propionic acid methyl ester,,
DB00187,Methyl 4-(2-hydroxy-3-((1-methylethyl)amino)propoxy)benzenepropanoate,,
DB00187,methyl p-(2-hydroxy-3-(isopropylamino)propoxy)hydrocinnamate,,
DB00188,[(1R)-3-methyl-1-({(2S)-3-phenyl-2-[(pyrazin-2-ylcarbonyl)amino]propanoyl}amino)butyl]boronic acid,,
DB00188,N-[(1R)-1-(DIHYDROXYBORYL)-3-methylbutyl]-N-(pyrazin-2-ylcarbonyl)-L-phenylalaninamide,,
DB00188,N-[(1R)-1-(DIHYDROXYBORYL)-3-METHYLBUTYL]-N-(PYRAZIN-2-YLCARBONYL)-L-PHENYLALANINAMIDE,,
DB00189,1-chloro-3-ethyl-1-penten-4-yn-3-ol,,
DB00189,1-Chloro-3-ethyl-pent-1-en-4-yn-3-ol,,
DB00189,3-(beta-chlorovinyl)-1-pentyn-3-ol,,
DB00189,3-(β-chlorovinyl)-1-pentyn-3-ol,,
DB00189,ethyl β-chlorovinyl ethynyl carbinol,,
DB00189,β-chlorovinyl ethyl ethynyl carbinol,,
DB00190,"(-)-L-alpha-Hydrazino-3,4-dihydroxy-alpha-methylhydrocinnamic acid monohydrate",,
DB00190,(S)-(−)-carbidopa,,
DB00190,(S)-carbidopa,,
DB00190,"(αS)-α-hydrazino-3,4-dihydroxy-α-methylbenzenepropanoic acid",,
DB00190,Carbidopa (anhydrous),,
DB00190,Carbidopa anhydrous,,
DB00190,Carbidopum,Latin,INN
DB00190,"L-3-(3,4-dihydroxyphenyl)-2-methyl-2-hydrazinopropionic acid",,
DB00190,L-α-methyldopahydrazine,,
DB00191,"alpha,alpha-Dimethylphenethylamine",,
DB00191,Fentermina,,
DB00191,Phentermine resin,,WHO-DD
DB00191,Phenterminum,,
DB00192,Indecainida,Spanish,
DB00192,Indecainide,,
DB00192,Indecainidum,Latin,
DB00193,(+)-Tramadol,,
DB00193,(+)-trans-2-(Dimethylaminomethyl)-1-(m-methoxyphenyl)cyclohexanol,,
DB00194,"2-(6-AMINO-purin-9-yl)-5-hydroxymethyl-tetrahydro-furan-3,4-diol",,
DB00194,9-beta-D-Arabinofuranosyl-9H-purin-6-amine,,
DB00194,9-beta-D-arabinofuranosyl-adenine,,
DB00194,9-beta-D-Arabinofuranosyladenine,,
DB00194,9-β-D-arabinofuranosyl-9H-purin-6-amine,,
DB00194,9-β-D-arabinofuranosyladenine,,
DB00194,Spongoadenosine,,
DB00194,Vidarabine,,
DB00195,1-(4-(2-(Cyclopropylmethoxy)ethyl)phenoxy)-3-((1-methylethyl)amino)-2-propanol,,
DB00195,1-(Isopropylamino)-3-[P-(cyclopropylmethoxyethyl)phenoxy]-2-propanol,,
DB00195,Betaxololum,Latin,INN
DB00196,"2-(2,4-DIFLUOROPHENYL)-1,3-di(1H-1,2,4-triazol-1-yl)propan-2-ol",,
DB00196,"2,4-Difluoro-alpha,alpha-bis(1H-1,2,4-triazol-1-ylmethyl)benzyl alcohol",,
DB00196,Biozole,,
DB00196,Elazor,,
DB00196,Fluconazol,,
DB00196,Fluconazolum,,
DB00196,Triflucan,,
DB00198,(−)-oseltamivir,,
DB00198,"1-Cyclohexene-1-carboxylic acid, 4-(acetylamino)-5-amino-3-(1-ethylpropoxy)-, ethyl ester, (3R-(3alpha,4beta,5alpha))-",,
DB00198,"Ethyl (3R,4R,5S)-4-acetamido-5-amino-3-(1-ethylpropoxy)-1-cyclohexene-1-carboxylate",,
DB00198,Oseltamivir,English/Spanish,
DB00198,oséltamivir,French,
DB00198,Oseltamivirum,Latin,
DB00199,3''-O-demethylerythromycin,,
DB00199,Abomacetin,,
DB00199,Eritromicina,Spanish,
DB00199,Erythromycin A,,
DB00199,Erythromycin C,,
DB00199,érythromycine,French,
DB00199,Erythromycinum,Latin,
DB00200,Hydroxocobalamin anhydrous,,
DB00200,Hydroxocobalamine,,
DB00200,Hydroxocobalaminum anhydrous,,
DB00200,Hydroxycobalamin,,
DB00200,OH-Cbl,,
DB00200,Vitamin B-12b,,
DB00201,1-methyltheobromine,,
DB00201,"1,3,7-trimethyl-2,6-dioxopurine",,
DB00201,"1,3,7-trimethylpurine-2,6-dione",,
DB00201,"1,3,7-trimethylxanthine",,
DB00201,"3,7-Dihydro-1,3,7-trimethyl-1H-purin-2,6-dion",German,
DB00201,7-methyltheophylline,,
DB00201,Anhydrous caffeine,,
DB00201,Cafeína,Spanish,
DB00201,Caféine,French,
DB00201,Caffeinum,Latin,
DB00201,Coffein,German,
DB00201,Coffeinum,Latin,
DB00201,Guaranine,,
DB00201,Koffein,German,
DB00201,Mateína,Spanish,
DB00201,Methyltheobromine,,
DB00201,teína,Spanish,
DB00201,Thein,German,
DB00201,Theine,,
DB00202,"2,2'-[(1,4-DIOXOBUTANE-1,4-diyl)bis(oxy)]bis(N,N,N-trimethylethanaminium)",,
DB00202,Dicholine succinate,,
DB00202,"Succinic acid, diester with choline",,
DB00202,Succinocholine,,
DB00202,Succinoylcholine,,
DB00202,Succinylbischoline,,
DB00202,Succinylcholine,,
DB00202,Succinyldicholine,,
DB00202,Suxamethonium,,
DB00203,"1-((3-(4,7-Dihydro-1-methyl-7-oxo-3-propyl-1H-pyrazolo(4,3-d)pyrimidin-5-yl)-4-ethoxyphenyl)sulfonyl)-4-methylpiperazine",,
DB00204,beta-((p-Methanesulfonamidophenethyl)methylamino)methanesulfono-p-phenetidide,,
DB00204,Dofetilida,Spanish,INN
DB00204,Dofetilidum,Latin,INN
DB00205,"2,4-Diamino-5-(4-chlorophenyl)-6-ethylpyrimidine",,
DB00205,"2,4-Diamino-5-(P-chlorophenyl)-6-ethylpyrimidine",,
DB00205,"2,4-Diamino-5-chlorophenyl-6-ethylpyrimidine",,
DB00205,"5-(4-Chlorophenyl)-6-ethyl-2,4-diaminopyrimidine",,
DB00205,"5-(4-Chlorophenyl)-6-ethyl-2,4-pyrimidinediamine",,
DB00205,"5-(4'-Chlorophenyl)-2,4-diamino-6-ethylpyrimidine",,
DB00205,CD,,
DB00205,Chloridine,,
DB00205,Chloridyn,,
DB00205,Diaminopyritamin,,
DB00205,Ethylpyrimidine,,
DB00205,Pirimetamina,,INN
DB00205,Primethamine,,
DB00205,Pyrimethaminum,,
DB00206,(-)-Reserpine,,
DB00206,(−)-reserpine,,
DB00206,"(3beta,16beta,17alpha,18beta,20alpha)-11,17-Dimethoxy-18-[(3,4,5-trimethoxybenzoyl)oxy]yohimban-16-carboxylic acid methyl ester",,
DB00206,"3,4,5-trimethoxybenzoyl methyl reserpate",,
DB00206,Apoplon,,
DB00206,Reserpin,,
DB00206,Reserpine,,
DB00206,Serpalan,,
DB00207,Azithromycine,French,INN
DB00207,Azithromycinum,Latin,INN
DB00207,Azitromicina,Spanish,
DB00208,Ticlopidina,,
DB00208,Ticlopidinum,,
DB00210,6-(3-(1-Adamantyl)-4-methoxyphenyl)-2-naphthoic acid,,
