smpdb_id,name,category,parent_key
SMP00016,Propanoate Metabolism,metabolic,DB00131
SMP00044,Histidine Metabolism,metabolic,DB00131
SMP00048,Nicotinate and Nicotinamide Metabolism,metabolic,DB00131
SMP00136,2-Hydroxyglutric Aciduria (D And L Form),disease,DB00131
SMP00168,AICA-Ribosiduria,disease,DB00131
SMP00185,Glutaric Aciduria Type I,disease,DB00131
SMP00196,Leigh Syndrome,disease,DB00131
SMP00198,Malonic Aciduria,disease,DB00131
SMP00207,Prolidase Deficiency (PD),disease,DB00131
SMP00243,4-Hydroxybutyric Aciduria/Succinic Semialdehyde Dehydrogenase Deficiency,disease,DB00131
SMP00253,Amikacin Action Pathway,drug_action,DB00131
SMP00258,Spectinomycin Action Pathway,drug_action,DB00131
SMP00339,Hyperinsulinism-Hyperammonemia Syndrome,disease,DB00131
SMP00428,Mercaptopurine Action Pathway,drug_action,DB00131
SMP00430,Thioguanine Action Pathway,drug_action,DB00131
SMP00480,Mitochondrial Beta-Oxidation of Short Chain Saturated Fatty Acids,metabolic,DB00131
SMP00485,"Hyperglycinemia, non-ketotic",disease,DB00131
SMP00512,Xanthinuria type I,disease,DB00131
SMP00518,Glucose-6-phosphate dehydrogenase deficiency,disease,DB00131
SMP00519,Ribose-5-phosphate isomerase deficiency,disease,DB00131
SMP00540,Very-long-chain acyl coa dehydrogenase deficiency (VLCAD),disease,DB00131
SMP00570,"Homocystinuria-megaloblastic anemia due to defect in cobalamin metabolism, cblG complementation type",disease,DB00131
SMP00635,Valproic Acid Metabolism Pathway,drug_metabolism,DB00131
SMP00741,Emtricitabine Action Pathway,drug_action,DB00131
SMP00745,Stavudine Action Pathway,drug_action,DB00131
SMP00746,Zalcitabine Action Pathway,drug_action,DB00131
SMP00781,fatty acid oxidation,metabolic,DB00131
SMP00785,Biotin metabolism,metabolic,DB00131
SMP00807,glycolysis and pyruvate dehydrogenase,metabolic,DB00131
SMP12486,"Triacylglycerol Degradation TG(16:0/18:0/18:3(9Z,12Z,15Z))",metabolic,DB00132
SMP12522,"Triacylglycerol Degradation TG(16:0/18:2(9Z,12Z)/18:3(9Z,12Z,15Z))",metabolic,DB00132
SMP12549,"Triacylglycerol Degradation TG(16:0/18:3(9Z,12Z,15Z)/20:1(13Z))",metabolic,DB00132
SMP12689,"Triacylglycerol Degradation TG(18:0/18:3(9Z,12Z,15Z)/18:3(6Z,9Z,12Z))",metabolic,DB00132
SMP12690,"Triacylglycerol Degradation TG(18:0/18:3(9Z,12Z,15Z)/18:3(9Z,12Z,15Z))",metabolic,DB00132
SMP12692,"Triacylglycerol Degradation TG(18:0/18:3(9Z,12Z,15Z)/20:1(11Z))",metabolic,DB00132
SMP12702,"Triacylglycerol Degradation TG(18:0/20:0/18:3(9Z,12Z,15Z))",metabolic,DB00132
SMP12786,"Triacylglycerol Degradation TG(18:1(9Z)/18:1(9Z)/18:3(9Z,12Z,15Z))",metabolic,DB00132
SMP12810,"Triacylglycerol Degradation TG(18:1(9Z)/18:2(9Z,12Z)/18:3(9Z,12Z,15Z))",metabolic,DB00132
SMP12833,"Triacylglycerol Degradation TG(18:1(9Z)/18:3(9Z,12Z,15Z)/18:3(6Z,9Z,12Z))",metabolic,DB00132
SMP12838,"Triacylglycerol Degradation TG(18:1(9Z)/18:3(9Z,12Z,15Z)/22:0)",metabolic,DB00132
SMP12906,"Triacylglycerol Degradation TG(18:1(11Z)/16:0/18:3(9Z,12Z,15Z))",metabolic,DB00132
SMP12942,"Triacylglycerol Degradation TG(18:1(11Z)/18:1(11Z)/18:3(9Z,12Z,15Z))",metabolic,DB00132
SMP12966,"Triacylglycerol Degradation TG(18:1(11Z)/18:3(6Z,9Z,12Z)/18:3(9Z,12Z,15Z))",metabolic,DB00132
SMP12974,"Triacylglycerol Degradation TG(18:1(11Z)/18:3(9Z,12Z,15Z)/18:1(9Z))",metabolic,DB00132
SMP13026,"Triacylglycerol Degradation TG(18:1(11Z)/22:0/18:3(9Z,12Z,15Z))",metabolic,DB00132
SMP13038,"Triacylglycerol Degradation TG(18:1(11Z)/22:1(13Z)/18:3(9Z,12Z,15Z))",metabolic,DB00132
SMP13050,"Triacylglycerol Degradation TG(18:2(9Z,12Z)/16:0/18:3(9Z,12Z,15Z))",metabolic,DB00132
SMP13062,"Triacylglycerol Degradation TG(18:2(9Z,12Z)/18:0/18:3(9Z,12Z,15Z))",metabolic,DB00132
SMP13098,"Triacylglycerol Degradation TG(18:2(9Z,12Z)/18:2(9Z,12Z)/18:3(9Z,12Z,15Z))",metabolic,DB00132
SMP13116,"Triacylglycerol Degradation TG(18:2(9Z,12Z)/18:3(9Z,12Z,15Z)/16:0)",metabolic,DB00132
SMP13124,"Triacylglycerol Degradation TG(18:2(9Z,12Z)/18:3(9Z,12Z,15Z)/20:1(11Z))",metabolic,DB00132
SMP13127,"Triacylglycerol Degradation TG(18:2(9Z,12Z)/18:3(9Z,12Z,15Z)/22:1(13Z))",metabolic,DB00132
SMP13158,"Triacylglycerol Degradation TG(18:2(9Z,12Z)/20:1(13Z)/18:3(9Z,12Z,15Z))",metabolic,DB00132
SMP13170,"Triacylglycerol Degradation TG(18:2(9Z,12Z)/22:0/18:3(9Z,12Z,15Z))",metabolic,DB00132
SMP13230,"Triacylglycerol Degradation TG(18:3(6Z,9Z,12Z)/18:1(11Z)/18:3(9Z,12Z,15Z))",metabolic,DB00132
SMP13262,"Triacylglycerol Degradation TG(18:3(6Z,9Z,12Z)/18:3(9Z,12Z,15Z)/18:1(9Z))",metabolic,DB00132
SMP13267,"Triacylglycerol Degradation TG(18:3(6Z,9Z,12Z)/18:3(9Z,12Z,15Z)/20:0)",metabolic,DB00132
SMP13268,"Triacylglycerol Degradation TG(18:3(6Z,9Z,12Z)/18:3(9Z,12Z,15Z)/20:1(11Z))",metabolic,DB00132
SMP13269,"Triacylglycerol Degradation TG(18:3(6Z,9Z,12Z)/18:3(9Z,12Z,15Z)/20:1(13Z))",metabolic,DB00132
SMP00029,Selenoamino Acid Metabolism,metabolic,DB00133
SMP00033,Methionine Metabolism,metabolic,DB00133
SMP00034,Sphingolipid Metabolism,metabolic,DB00133
SMP00221,Methionine Adenosyltransferase Deficiency,disease,DB00133
SMP00341,Hypermethioninemia,disease,DB00133
SMP00808,inner membrane transport,metabolic,DB00133
SMP00821,cysteine biosynthesis ,metabolic,DB00133
SMP00824,tRNA Charging 2,metabolic,DB00133
SMP00828,GLYCINE BIOSYNTHESIS,metabolic,DB00133
SMP00829,serine biosynthesis and metabolism,metabolic,DB00133
SMP01045,phospholipid biosynthesis CL(14:0/15:0cyclo/14:0/17:0cycw7c),metabolic,DB00133
SMP01050,phospholipid biosynthesis (CL(18:1(9Z)/18:1(9Z)/18:1(9Z)/19:0cycv8c)) 1440195714,metabolic,DB00133
SMP01054,phospholipid biosynthesis CL(14:0/16:0/19:0cycv8c/14:0),metabolic,DB00133
SMP01070,phospholipid biosynthesis CL(15:0cyclo/14:0/16:1(9Z)/16:1(9Z)),metabolic,DB00133
SMP01078,phospholipid biosynthesis CL(15:0cyclo/15:0cyclo/14:0/19:0cycv8c),metabolic,DB00133
SMP01079,phospholipid biosynthesis CL(15:0cyclo/15:0cyclo/16:0/16:1(9Z)),metabolic,DB00133
SMP01082,phospholipid biosynthesis CL(15:0cyclo/15:0cyclo/16:0/14:0),metabolic,DB00133
SMP01083,phospholipid biosynthesis CL(15:0cyclo/15:0cyclo/16:0/17:0cycw7c),metabolic,DB00133
SMP01092,phospholipid biosynthesis CL(15:0cyclo/15:0cyclo/17:0cycw7c/16:0),metabolic,DB00133
SMP01099,phospholipid biosynthesis CL(15:0cyclo/15:0cyclo/18:1(9Z)/16:1(9Z)),metabolic,DB00133
SMP01109,phospholipid biosynthesis CL(15:0cyclo/15:0cyclo/19:0cycv8c/19:0cycv8c),metabolic,DB00133
SMP01113,phospholipid biosynthesis CL(15:0cyclo/16:0/15:0cyclo/17:0cycw7c),metabolic,DB00133
SMP01118,phospholipid biosynthesis CL(15:0cyclo/16:0/16:0/16:1(9Z)),metabolic,DB00133
SMP01124,phospholipid biosynthesis CL(15:0cyclo/16:0/16:1(9Z)/16:1(9Z)),metabolic,DB00133
SMP01128,phospholipid biosynthesis CL(15:0cyclo/16:0/18:1(9Z)/16:0),metabolic,DB00133
SMP01129,phospholipid biosynthesis CL(15:0cyclo/16:0/18:1(9Z)/18:1(9Z)),metabolic,DB00133
SMP01133,phospholipid biosynthesis CL(15:0cyclo/16:1(9Z)/14:0/15:0cyclo),metabolic,DB00133
SMP01136,phospholipid biosynthesis CL(15:0cyclo/16:1(9Z)/15:0cyclo/16:1(9Z)),metabolic,DB00133
SMP01138,phospholipid biosynthesis CL(15:0cyclo/16:1(9Z)/15:0cyclo/18:1(9Z)),metabolic,DB00133
SMP01142,phospholipid biosynthesis CL(15:0cyclo/16:1(9Z)/16:1(9Z)/14:0),metabolic,DB00133
SMP00253,Amikacin Action Pathway,drug_action,DB00134
SMP00258,Spectinomycin Action Pathway,drug_action,DB00134
SMP00485,"Hyperglycinemia, non-ketotic",disease,DB00134
SMP00570,"Homocystinuria-megaloblastic anemia due to defect in cobalamin metabolism, cblG complementation type",disease,DB00134
SMP00785,Biotin metabolism,metabolic,DB00134
SMP00953,Porphyrin metabolism,metabolic,DB00134
SMP02042,Thiamin diphosphate biosynthesis,metabolic,DB00134
SMP12046,Thio-Molybdenum Cofactor Biosynthesis,metabolic,DB00134
SMP63626,Glycine and Serine Metabolism,metabolic,DB00134
SMP00033,Methionine Metabolism,metabolic,DB00134
SMP00221,Methionine Adenosyltransferase Deficiency,disease,DB00134
SMP00341,Hypermethioninemia,disease,DB00134
SMP00711,Tobramycin Action Pathway,drug_action,DB00134
SMP00713,Arbekacin Action Pathway,drug_action,DB00134
SMP00727,Methacycline Action Pathway,drug_action,DB00134
SMP00824,tRNA Charging 2,metabolic,DB00134
SMP00834,methionine biosynthesis,metabolic,DB00134
SMP02055,Thiazole Biosynthesis I ,metabolic,DB00134
SMP02092,S-adenosyl-L-methionine cycle,metabolic,DB00134
SMP63671,Spermidine and Spermine Biosynthesis,metabolic,DB00134
SMP00123,Betaine Metabolism,metabolic,DB00134
SMP00177,Cystathionine Beta-Synthase Deficiency,disease,DB00134
SMP00249,Clindamycin Action Pathway,drug_action,DB00134
SMP00254,Gentamicin Action Pathway,drug_action,DB00134
SMP00257,Netilmicin Action Pathway,drug_action,DB00134
SMP00291,Doxycycline Action Pathway,drug_action,DB00134
SMP00292,Minocycline Action Pathway,drug_action,DB00134
SMP00295,Lymecycline Action Pathway,drug_action,DB00134
SMP00712,Tigecycline Action Pathway,drug_action,DB00134
SMP00721,3-Phosphoglycerate dehydrogenase deficiency,disease,DB00134
SMP00006,Tyrosine Metabolism,metabolic,DB00135
SMP00494,"Tyrosinemia, transient, of the newborn",disease,DB00135
SMP02213,Operon: biosynthesis of aromatic amino acids inactivation,signaling,DB00135
SMP00012,Catecholamine Biosynthesis,metabolic,DB00135
SMP00369,Tyrosinemia Type 2 (or Richner-Hanhart syndrome),disease,DB00135
SMP00370,Tyrosinemia Type 3 (TYRO3),disease,DB00135
SMP02352,Tyrosine metabolism,metabolic,DB00135
SMP00170,Aromatic L-Aminoacid Decarboxylase Deficiency,disease,DB00135
SMP00206,Phenylketonuria,disease,DB00135
SMP00820,tRNA charging,metabolic,DB00135
SMP02442,Phenylalanine metabolism,metabolic,DB00135
SMP02457,Tyrosine metabolism,metabolic,DB00135
SMP63606,Catecholamine Biosynthesis,metabolic,DB00135
SMP63684,Tyrosine Metabolism,metabolic,DB00135
SMP00218,Tyrosinemia Type I,disease,DB00135
SMP00429,Disulfiram Action Pathway,drug_action,DB00135
SMP00497,Tyrosine hydroxylase deficiency,disease,DB00135
SMP00716,Thyroid hormone synthesis,metabolic,DB00135
SMP00826,tyrosine biosynthesis,metabolic,DB00135
SMP63471,Isoquinoline Alkaloid Biosynthesis,metabolic,DB00135
SMP63649,Phenylalanine and Tyrosine Metabolism,metabolic,DB00135
SMP63679,Thyroid hormone synthesis,metabolic,DB00135
SMP00008,Phenylalanine and Tyrosine Metabolism,metabolic,DB00135
SMP00169,Alkaptonuria,disease,DB00135
SMP00190,Hawkinsinuria,disease,DB00135
SMP00498,Dopamine beta-hydroxylase deficiency,disease,DB00135
SMP00533,Monoamine oxidase-a deficiency (MAO-A),disease,DB00135
SMP00808,inner membrane transport,metabolic,DB00135
SMP00824,tRNA Charging 2,metabolic,DB00135
SMP02055,Thiazole Biosynthesis I ,metabolic,DB00135
SMP00032,"Valine, Leucine and Isoleucine Degradation",metabolic,DB00139
SMP00057,Citric Acid Cycle,metabolic,DB00139
SMP00136,2-Hydroxyglutric Aciduria (D And L Form),disease,DB00139
SMP00173,Beta-Ketothiolase Deficiency,disease,DB00139
SMP00207,Prolidase Deficiency (PD),disease,DB00139
SMP00243,4-Hydroxybutyric Aciduria/Succinic Semialdehyde Dehydrogenase Deficiency,disease,DB00139
SMP00339,Hyperinsulinism-Hyperammonemia Syndrome,disease,DB00139
SMP00451,Refsum Disease,disease,DB00139
SMP00940,sulfur metabolism (butanesulfonate),metabolic,DB00139
SMP01018,TCA cycle (ubiquinol-2),metabolic,DB00139
SMP01904,2-Oxopent-4-enoate metabolism ,metabolic,DB00139
SMP02069,propanoyl CoA degradation,metabolic,DB00139
SMP02298,Glutaminolysis and Cancer,disease,DB00139
SMP02303,Glutamate Metabolism,metabolic,DB00139
SMP02382,Sulfur metabolism,metabolic,DB00139
SMP63605,Carnitine Synthesis,metabolic,DB00139
SMP00071,Ketone Body Metabolism,metabolic,DB00139
SMP00188,Guanidinoacetate Methyltransferase Deficiency (GAMT Deficiency),disease,DB00139
SMP00237,3-Methylcrotonyl Coa Carboxylase Deficiency Type I,disease,DB00139
SMP00360,Hyperprolinemia Type II,disease,DB00139
SMP00362,Arginine: Glycine Amidinotransferase Deficiency (AGAT Deficiency),disease,DB00139
SMP00504,"Creatine deficiency, guanidinoacetate methyltransferase deficiency",disease,DB00139
SMP00505,Hyperornithinemia with gyrate atrophy (HOGA),disease,DB00139
SMP00506,Hyperornithinemia-hyperammonemia-homocitrullinuria [HHH-syndrome],disease,DB00139
SMP00507,L-arginine:glycine amidinotransferase deficiency,disease,DB00139
SMP00567,Succinic semialdehyde dehydrogenase deficiency,disease,DB00139
SMP00569,Succinyl CoA: 3-ketoacid CoA transferase deficiency,disease,DB00139
SMP00812,arginine metabolism,metabolic,DB00139
SMP00936,Oxidative phosphorylation,metabolic,DB00139
SMP00957,propanoate metabolism,metabolic,DB00139
SMP63462,Riboflavin Metabolism,metabolic,DB00140
SMP01985,Flavin biosynthesis,metabolic,DB00140
SMP63663,Riboflavin Metabolism,metabolic,DB00140
SMP00070,Riboflavin Metabolism,metabolic,DB00140
SMP02354,riboflavin metabolism,metabolic,DB00140
SMP00217,Sialuria or French Type Sialuria,disease,DB00141
SMP02076,"1,6-anhydro-<i>N</i>-acetylmuramic acid recycling",metabolic,DB00141
SMP00240,Salla Disease/Infantile Sialic Acid Storage Disease,disease,DB00141
SMP00914,Amino sugar and nucleotide sugar metabolism III,metabolic,DB00141
SMP00216,Sialuria or French Type Sialuria,disease,DB00141
SMP00534,"G(M2)-Gangliosidosis: Variant B, Tay-sachs disease",disease,DB00141
SMP00906,Amino sugar and nucleotide sugar metabolism II,metabolic,DB00141
SMP63580,Amino Sugar Metabolism,metabolic,DB00141
SMP00045,Amino Sugar Metabolism,metabolic,DB00141
SMP00390,Tay-Sachs Disease,disease,DB00141
SMP00808,inner membrane transport,metabolic,DB00141
SMP00905,Amino sugar and nucleotide sugar metabolism I,metabolic,DB00141
SMP00007,Beta-Alanine Metabolism,metabolic,DB00142
SMP00013,Cysteine Metabolism,metabolic,DB00142
SMP00015,Glutathione Metabolism,metabolic,DB00142
SMP00075,Arachidonic Acid Metabolism,metabolic,DB00142
SMP00106,Meloxicam Action Pathway,drug_action,DB00142
SMP00109,Mefenamic Acid Action Pathway,drug_action,DB00142
SMP00129,Malate-Aspartate Shuttle,metabolic,DB00142
SMP00183,Gamma-Glutamyltransferase Deficiency,disease,DB00142
SMP00188,Guanidinoacetate Methyltransferase Deficiency (GAMT Deficiency),disease,DB00142
SMP00217,Sialuria or French Type Sialuria,disease,DB00142
SMP00237,3-Methylcrotonyl Coa Carboxylase Deficiency Type I,disease,DB00142
SMP00239,Saccharopinuria/Hyperlysinemia II,disease,DB00142
SMP00350,Pyruvate Carboxylase Deficiency,disease,DB00142
SMP00360,Hyperprolinemia Type II,disease,DB00142
SMP00362,Arginine: Glycine Amidinotransferase Deficiency (AGAT Deficiency),disease,DB00142
SMP00365,Gout or Kelley-Seegmiller Syndrome,disease,DB00142
SMP00369,Tyrosinemia Type 2 (or Richner-Hanhart syndrome),disease,DB00142
SMP00370,Tyrosinemia Type 3 (TYRO3),disease,DB00142
SMP00427,Azathioprine Action Pathway,drug_action,DB00142
SMP00501,Gamma-glutamyl-transpeptidase deficiency,disease,DB00142
SMP00504,"Creatine deficiency, guanidinoacetate methyltransferase deficiency",disease,DB00142
SMP00505,Hyperornithinemia with gyrate atrophy (HOGA),disease,DB00142
SMP00506,Hyperornithinemia-hyperammonemia-homocitrullinuria [HHH-syndrome],disease,DB00142
SMP00507,L-arginine:glycine amidinotransferase deficiency,disease,DB00142
SMP00513,Xanthinuria type II,disease,DB00142
SMP00567,Succinic semialdehyde dehydrogenase deficiency,disease,DB00142
SMP00698,Magnesium salicylate Action Pathway,drug_action,DB00142
SMP00702,Nepafenac Action Pathway,drug_action,DB00142
SMP00708,Salicylate-sodium Action Pathway,drug_action,DB00142
SMP00721,3-Phosphoglycerate dehydrogenase deficiency,disease,DB00142
SMP00015,Glutathione Metabolism,metabolic,DB00143
SMP00075,Arachidonic Acid Metabolism,metabolic,DB00143
SMP00106,Meloxicam Action Pathway,drug_action,DB00143
SMP00109,Mefenamic Acid Action Pathway,drug_action,DB00143
SMP00183,Gamma-Glutamyltransferase Deficiency,disease,DB00143
SMP00459,Pyruvaldehyde Degradation,metabolic,DB00143
SMP00501,Gamma-glutamyl-transpeptidase deficiency,disease,DB00143
SMP00558,"Primary hyperoxaluria II, PH2",disease,DB00143
SMP00567,Succinic semialdehyde dehydrogenase deficiency,disease,DB00143
SMP00698,Magnesium salicylate Action Pathway,drug_action,DB00143
SMP00702,Nepafenac Action Pathway,drug_action,DB00143
SMP00708,Salicylate-sodium Action Pathway,drug_action,DB00143
SMP00136,2-Hydroxyglutric Aciduria (D And L Form),disease,DB00143
SMP00196,Leigh Syndrome,disease,DB00143
SMP00243,4-Hydroxybutyric Aciduria/Succinic Semialdehyde Dehydrogenase Deficiency,disease,DB00143
SMP00337,Glutathione Synthetase Deficiency,disease,DB00143
SMP00339,Hyperinsulinism-Hyperammonemia Syndrome,disease,DB00143
SMP00500,5-oxoprolinase deficiency,disease,DB00143
SMP00640,Acetaminophen Metabolism Pathway,drug_metabolism,DB00143
SMP00700,Lornoxicam Action Pathway,drug_action,DB00143
SMP00701,Phenylbutazone Action Pathway,drug_action,DB00143
SMP00707,Salsalate Action Pathway,drug_action,DB00143
SMP00710,Acetaminophen  Action Pathway,drug_action,DB00143
SMP02125,methylglyoxal degradation I,metabolic,DB00143
SMP00072,Glutamate Metabolism,metabolic,DB00143
SMP00098,Ketorolac Action Pathway,drug_action,DB00143
SMP00101,Suprofen Action Pathway,drug_action,DB00143
SMP00116,Valdecoxib Action Pathway,drug_action,DB00143
SMP00143,5-Oxoprolinuria,disease,DB00143
SMP00289,Diflunisal Action Pathway,drug_action,DB00143
SMP01060,phospholipid biosynthesis CL(14:0/18:1(9Z)/14:0/14:0),metabolic,DB00144
SMP01077,phospholipid biosynthesis CL(15:0cyclo/15:0cyclo/14:0/18:1(9Z)),metabolic,DB00144
SMP01088,phospholipid biosynthesis CL(15:0cyclo/15:0cyclo/16:1(9Z)/16:0),metabolic,DB00144
SMP01090,phospholipid biosynthesis CL(15:0cyclo/15:0cyclo/16:1(9Z)/18:1(9Z)),metabolic,DB00144
SMP01114,phospholipid biosynthesis CL(15:0cyclo/16:0/15:0cyclo/18:1(9Z)),metabolic,DB00144
SMP01122,phospholipid biosynthesis CL(15:0cyclo/16:0/16:1(9Z)/16:0),metabolic,DB00144
SMP01145,phospholipid biosynthesis CL(15:0cyclo/16:1(9Z)/16:1(9Z)/16:1(9Z)),metabolic,DB00144
SMP01188,phospholipid biosynthesis CL(15:0cyclo/18:1(9Z)/18:1(9Z)/14:0),metabolic,DB00144
SMP01221,phospholipid biosynthesis CL(16:0/14:0/14:0/16:0),metabolic,DB00144
SMP01248,phospholipid biosynthesis CL(16:0/15:0cyclo/16:1(9Z)/16:0),metabolic,DB00144
SMP01266,phospholipid biosynthesis CL(16:0/16:0/14:0/14:0),metabolic,DB00144
SMP01268,phospholipid biosynthesis CL(16:0/16:0/14:0/16:1(9Z)),metabolic,DB00144
SMP01271,phospholipid biosynthesis CL(16:0/16:0/14:0/18:1(9Z)),metabolic,DB00144
SMP01296,phospholipid biosynthesis CL(16:0/16:0/18:1(9Z)/16:0),metabolic,DB00144
SMP01297,phospholipid biosynthesis CL(16:0/16:0/18:1(9Z)/16:1(9Z)),metabolic,DB00144
SMP01299,phospholipid biosynthesis CL(16:0/16:0/18:1(9Z)/18:1(9Z)),metabolic,DB00144
SMP01309,phospholipid biosynthesis CL(16:0/16:1(9Z)/14:0/14:0),metabolic,DB00144
SMP01312,phospholipid biosynthesis CL(16:0/16:1(9Z)/16:0/14:0),metabolic,DB00144
SMP01313,phospholipid biosynthesis CL(16:0/16:1(9Z)/16:0/16:1(9Z)),metabolic,DB00144
SMP01372,phospholipid biosynthesis CL(16:0/18:1(9Z)/14:0/16:0),metabolic,DB00144
SMP01373,phospholipid biosynthesis CL(16:0/18:1(9Z)/14:0/18:1(9Z)),metabolic,DB00144
SMP01379,phospholipid biosynthesis CL(16:0/18:1(9Z)/16:1(9Z)/18:1(9Z)),metabolic,DB00144
SMP01387,phospholipid biosynthesis CL(16:0/18:1(9Z)/18:1(9Z)/18:1(9Z)),metabolic,DB00144
SMP01428,phospholipid biosynthesis CL(16:0/19:0cycv8c/19:0cycv8c/17:0cycw7c),metabolic,DB00144
SMP01464,phospholipid biosynthesis CL(16:1(9Z)/15:0cyclo/16:0/16:1(9Z)),metabolic,DB00144
SMP01466,phospholipid biosynthesis CL(16:1(9Z)/15:0cyclo/16:1(9Z)/15:0cyclo),metabolic,DB00144
SMP01467,phospholipid biosynthesis CL(16:1(9Z)/15:0cyclo/16:1(9Z)/16:0),metabolic,DB00144
SMP01468,phospholipid biosynthesis CL(16:1(9Z)/15:0cyclo/16:1(9Z)/16:1(9Z)),metabolic,DB00144
SMP01502,phospholipid biosynthesis CL(16:1(9Z)/16:0/16:1(9Z)/16:1(9Z)),metabolic,DB00144
SMP01509,phospholipid biosynthesis (CL(18:1(9Z)/14:0/14:0/18:1(9Z))),metabolic,DB00144
SMP00033,Methionine Metabolism,metabolic,DB00145
SMP00050,Purine Metabolism,metabolic,DB00145
SMP00055,Alanine Metabolism,metabolic,DB00145
SMP00072,Glutamate Metabolism,metabolic,DB00145
SMP00143,5-Oxoprolinuria,disease,DB00145
