category,mesh-id,parent_key
"Antibodies, Monoclonal, Humanized",D061067,DB00043
Blood Proteins,D001798,DB00043
Drugs for Obstructive Airway Diseases,,DB00043
Globulins,D005916,DB00043
Immunoglobulins,D007136,DB00043
Immunoproteins,D007162,DB00043
Proteins,D011506,DB00043
"Respiratory Agents, Miscellaneous",,DB00043
Respiratory System,D012137,DB00043
Respiratory System Agents,D019141,DB00043
Serum Globulins,D012712,DB00043
"Amino Acids, Peptides, and Proteins",D000602,DB00044
Genito Urinary System and Sex Hormones,,DB00044
Gonadotropins,D006062,DB00044
"Gonadotropins, Pituitary",D006065,DB00044
Hormones,D006728,DB00044
"Hormones, Hormone Substitutes, and Hormone Antagonists",D006730,DB00044
Peptide Hormones,D036361,DB00044
Peptides,D010455,DB00044
Pituitary Hormones,D010907,DB00044
"Pituitary Hormones, Anterior",D010908,DB00044
Sex Hormones and Modulators of the Genital System,,DB00044
Alimentary Tract and Metabolism,,DB00046
"Amino Acids, Peptides, and Proteins",D000602,DB00046
Blood Glucose Lowering Agents,D007004,DB00046
Cytochrome P-450 Enzyme Inducers,D065693,DB00046
Drugs Used in Diabetes,,DB00046
Hormones,D006728,DB00046
"Hormones, Hormone Substitutes, and Hormone Antagonists",D006730,DB00046
Hypoglycemia-Associated Agents,,DB00046
Insulin Analog,,DB00046
"Insulin, Short-Acting",D061266,DB00046
Insulins,D061385,DB00046
Insulins and Analogues,,DB00046
"Insulins and Analogues for Injection, Fast-Acting",,DB00046
"Insulins and Analogues for Injection, Intermediate- or Long-Acting Combined With Fast-Acting",,DB00046
"Insulins and Analogues for Injection, Intermediate-Acting",,DB00046
Pancreatic Hormones,D010187,DB00046
Peptide Hormones,D036361,DB00046
Peptides,D010455,DB00046
Alimentary Tract and Metabolism,,DB00047
"Amino Acids, Peptides, and Proteins",D000602,DB00047
Blood Glucose Lowering Agents,D007004,DB00047
Cytochrome P-450 Enzyme Inducers,D065693,DB00047
Drugs Used in Diabetes,,DB00047
Hormones,D006728,DB00047
"Hormones, Hormone Substitutes, and Hormone Antagonists",D006730,DB00047
Hypoglycemia-Associated Agents,,DB00047
Insulin Analog,,DB00047
"Insulin, Long-Acting",D049528,DB00047
Insulins,D061385,DB00047
Insulins and Analogues,,DB00047
"Insulins and Analogues for Injection, Long-Acting",,DB00047
Pancreatic Hormones,D010187,DB00047
Peptide Hormones,D036361,DB00047
Peptides,D010455,DB00047
Collagen-specific Enzyme,,DB00048
Collagenases,D017364,DB00048
Dermatologicals,D003879,DB00048
Endopeptidases,D010450,DB00048
Enzymes,D004798,DB00048
Enzymes and Coenzymes,D045762,DB00048
Hydrolases,D006867,DB00048
Metalloendopeptidases,D008666,DB00048
Metalloproteases,D045726,DB00048
Misc. Skin and Mucous Membrane Agents,,DB00048
Musculo-Skeletal System,,DB00048
Peptide Hydrolases,D010447,DB00048
Preparations for Treatment of Wounds and Ulcers,,DB00048
Antigout Preparations,,DB00049
Detoxifying Agents for Antineoplastic Treatment,,DB00049
Enzymes,D004798,DB00049
Enzymes and Coenzymes,D045762,DB00049
Gout Suppressants,D006074,DB00049
Musculo-Skeletal System,,DB00049
Oxidoreductases,D010088,DB00049
Recombinant Proteins,D011994,DB00049
"Amino Acids, Peptides, and Proteins",D000602,DB00050
Anti-Gonadotropin-Releasing Hormones,,DB00050
Fertility Agents,D005299,DB00050
"Fertility Agents, Female",D005300,DB00050
Gonadotropin-releasing Hormone Antagonists,,DB00050
Hormone Antagonists,D006727,DB00050
Hormones,D006728,DB00050
"Hormones, Hormone Substitutes, and Hormone Antagonists",D006730,DB00050
Hypothalamic Hormones,D007028,DB00050
Nerve Tissue Proteins,D009419,DB00050
Neuropeptides,D009479,DB00050
Oligopeptides,D009842,DB00050
Peptide Hormones,D036361,DB00050
Peptides,D010455,DB00050
Pituitary and Hypothalamic Hormones and Analogues,,DB00050
Pituitary Hormone-Releasing Hormones,D010906,DB00050
Proteins,D011506,DB00050
Reproductive Control Agents,D012102,DB00050
"Systemic Hormonal Preparations, Excl. Sex Hormones and Insulins",,DB00050
"Amino Acids, Peptides, and Proteins",D000602,DB00051
Anti-Inflammatory Agents,D000893,DB00051
Antibodies,D000906,DB00051
"Antibodies, Monoclonal",D000911,DB00051
"Antibodies, Monoclonal, Humanized",D061067,DB00051
Antineoplastic and Immunomodulating Agents,,DB00051
Antirheumatic Agents,D018501,DB00051
Biologics for Rheumatoid Arthritis Treatment,,DB00051
Blood Proteins,D001798,DB00051
Disease-modifying Antirheumatic Agents,,DB00051
Globulins,D005916,DB00051
Immunoglobulins,D007136,DB00051
Immunoproteins,D007162,DB00051
Immunosuppressive Agents,D007166,DB00051
Proteins,D011506,DB00051
Serum Globulins,D012712,DB00051
Tumor Necrosis Factor Alpha (TNF-α) Inhibitors,,DB00051
Tumor Necrosis Factor Blocker,,DB00051
"Amino Acids, Peptides, and Proteins",D000602,DB00052
Anterior Pituitary Lobe Hormones and Analogues,,DB00052
Growth Hormone,D013006,DB00052
Hormones,D006728,DB00052
"Hormones, Hormone Substitutes, and Hormone Antagonists",D006730,DB00052
Peptide Hormones,D036361,DB00052
Peptides,D010455,DB00052
Pituitary,,DB00052
Pituitary and Hypothalamic Hormones and Analogues,,DB00052
Pituitary Hormones,D010907,DB00052
"Pituitary Hormones, Anterior",D010908,DB00052
Recombinant Human Growth Hormone,,DB00052
Somatotropin Agonists*,,DB00052
Somatropin and Somatropin Agonists,,DB00052
"Systemic Hormonal Preparations, Excl. Sex Hormones and Insulins",,DB00052
Alimentary Tract and Metabolism,,DB00053
Enzyme Replacement Therapy,D056947,DB00053
Enzymes,D004798,DB00053
Enzymes and Coenzymes,D045762,DB00053
Gaucher Disease,D005776,DB00053
Glucosidases,D005959,DB00053
Glycoside Hydrolases,D006026,DB00053
Hydrolases,D006867,DB00053
Hydrolytic Lysosomal Glucocerebroside-specific Enzyme,,DB00053
Recombinant Proteins,D011994,DB00053
"Amino Acids, Peptides, and Proteins",D000602,DB00054
Antibodies,D000906,DB00054
Anticoagulants,D000925,DB00054
Antiplatelet agents,D010975,DB00054
Blood and Blood Forming Organs,,DB00054
Blood Proteins,D001798,DB00054
Fibrinolytic Agents,D005343,DB00054
Globulins,D005916,DB00054
Hematologic Agents,D006401,DB00054
Immunoglobulin Fragments,D007128,DB00054
Immunoglobulins,D007136,DB00054
Immunoproteins,D007162,DB00054
Miscellaneous Therapeutic Agents,,DB00054
Peptide Fragments,D010446,DB00054
Peptides,D010455,DB00054
Platelet Aggregation Inhibitors Excl. Heparin,,DB00054
"Platelet Glycoprotein GPIIb-IIIa Complex, antagonists & inhibitors",,DB00054
Proteins,D011506,DB00054
Serum Globulins,D012712,DB00054
"Amino Acids, Peptides, and Proteins",D000602,DB00055
Anti-Infective Agents,D000890,DB00055
Anticoagulants,D000925,DB00055
Biological Factors,D001685,DB00055
Blood and Blood Forming Organs,,DB00055
Blood Coagulation Factor Inhibitors,D019774,DB00055
Blood Proteins,D001798,DB00055
Carbohydrates,D002241,DB00055
Enzyme Precursors,D004792,DB00055
Enzymes,D004798,DB00055
Enzymes and Coenzymes,D045762,DB00055
Fibrinolytic Agents,D005343,DB00055
Glycoconjugates,D006001,DB00055
Glycoproteins,D006023,DB00055
Proteins,D011506,DB00055
Recombinant Activated Protein C,,DB00055
"Amino Acids, Peptides, and Proteins",D000602,DB00056
Antibodies,D000906,DB00056
"Antibodies, Monoclonal",D000911,DB00056
Antineoplastic Agents,D000970,DB00056
Antineoplastic and Immunomodulating Agents,,DB00056
Blood Proteins,D001798,DB00056
Carbohydrates,D002241,DB00056
CD33-directed Immunoconjugate,,DB00056
Globulins,D005916,DB00056
Glycosides,D006027,DB00056
Immunoconjugates,D018796,DB00056
Immunoglobulins,D007136,DB00056
Immunoproteins,D007162,DB00056
Immunosuppressive Agents,D007166,DB00056
Immunotoxins,D000922,DB00056
Myelosuppressive Agents,,DB00056
Noxae,D009676,DB00056
Proteins,D011506,DB00056
Serum Globulins,D012712,DB00056
Toxic Actions,D004786,DB00056
Acetates,D000085,DB00057
"Acids, Acyclic",D000144,DB00057
Amines,D000588,DB00057
"Amino Acids, Peptides, and Proteins",D000602,DB00057
Antibodies,D000906,DB00057
Blood Proteins,D001798,DB00057
Carboxylic Acids,D002264,DB00057
Diagnostic Radiopharmaceuticals,,DB00057
Fatty Acids,D005227,DB00057
"Fatty Acids, Volatile",D005232,DB00057
Globulins,D005916,DB00057
Immunoglobulins,D007136,DB00057
Immunoproteins,D007162,DB00057
Indium (111In) Compounds,,DB00057
Indium Radioisotopes,D007205,DB00057
Lipids,D008055,DB00057
Peptides,D010455,DB00057
Polyamines,D011073,DB00057
Proteins,D011506,DB00057
Serum Globulins,D012712,DB00057
Tumour Detection,,DB00057
Acute-Phase Proteins,D000209,DB00058
Alpha-Globulins,D000510,DB00058
"Amino Acids, Peptides, and Proteins",D000602,DB00058
Antifibrinolytic Agents,D000933,DB00058
Blood and Blood Forming Organs,,DB00058
Blood Proteins,D001798,DB00058
Carbohydrates,D002241,DB00058
Enzyme Inhibitors,D004791,DB00058
Enzymes,D004798,DB00058
Globulins,D005916,DB00058
Glycoconjugates,D006001,DB00058
Glycoproteins,D006023,DB00058
Hemostatics,D006490,DB00058
Human alpha-1 Proteinase Inhibitor,,DB00058
Peptides,D010455,DB00058
Proteinase Inhibitors,,DB00058
Proteins,D011506,DB00058
Serine Proteinase Inhibitors,D015842,DB00058
Serpins,D015843,DB00058
Serum Globulins,D012712,DB00058
Trypsin Inhibitors,D014361,DB00058
Alcohols,D000438,DB00059
Amidohydrolases,D000581,DB00059
Antineoplastic Agents,D000970,DB00059
Antineoplastic and Immunomodulating Agents,,DB00059
Asparagine-specific Enzyme,,DB00059
Biomedical and Dental Materials,D001697,DB00059
Delayed-Action Preparations,D003692,DB00059
Enzymes,D004798,DB00059
Enzymes and Coenzymes,D045762,DB00059
"Enzymes, Immobilized",D004800,DB00059
Ethylene Glycols,D005026,DB00059
Glycols,D006018,DB00059
Hydrolases,D006867,DB00059
Immunosuppressive Agents,D007166,DB00059
Macromolecular Substances,D046911,DB00059
Manufactured Materials,D008420,DB00059
Polymers,D011108,DB00059
Specialty Uses of Chemicals,D020313,DB00059
"Technology, Industry, and Agriculture",D013676,DB00059
"Adjuvants, Immunologic",D000276,DB00060
"Amino Acids, Peptides, and Proteins",D000602,DB00060
Anti-Infective Agents,D000890,DB00060
Antineoplastic and Immunomodulating Agents,,DB00060
Antiviral Agents,D000998,DB00060
Biological Factors,D001685,DB00060
Cytokines,D016207,DB00060
Immunologic Factors,D007155,DB00060
Immunomodulatory Agents,,DB00060
Intercellular Signaling Peptides and Proteins,D036341,DB00060
Interferon Type I,D007370,DB00060
Interferon-beta,D016899,DB00060
Interferons,D007372,DB00060
Peptides,D010455,DB00060
Proteins,D011506,DB00060
Recombinant Human Interferon beta,,DB00060
Aminohydrolases,D000619,DB00061
Bovine Intestinal Adenosine Deaminase,,DB00061
Drug Carriers,D004337,DB00061
Enzymes,D004798,DB00061
Enzymes and Coenzymes,D045762,DB00061
Hydrolases,D006867,DB00061
Nucleoside Deaminases,D009700,DB00061
Severe Combined Immunodeficiency,D016511,DB00061
Albumins,D000418,DB00062
"Amino Acids, Peptides, and Proteins",D000602,DB00062
Blood Derivatives,,DB00062
Blood Proteins,D001798,DB00062
Cardiac Function,,DB00062
Contrast Media,D003287,DB00062
Diluents,,DB00062
Human Serum Albumin,,DB00062
Proteins,D011506,DB00062
Ultrasound Contrast Media,,DB00062
"Amino Acids, Peptides, and Proteins",D000602,DB00063
Antiplatelet agents,D010975,DB00063
Blood and Blood Forming Organs,,DB00063
Hematologic Agents,D006401,DB00063
Platelet Aggregation Inhibitors Excl. Heparin,,DB00063
"Platelet Glycoprotein GPIIb-IIIa Complex, antagonists & inhibitors",,DB00063
"Amino Acids, Peptides, and Proteins",D000602,DB00065
Antibodies,D000906,DB00065
"Antibodies, Monoclonal",D000911,DB00065
Antineoplastic and Immunomodulating Agents,,DB00065
Antirheumatic Agents,D018501,DB00065
Biologics for Rheumatoid Arthritis Treatment,,DB00065
Blood Proteins,D001798,DB00065
Dermatologicals,D003879,DB00065
Disease-modifying Antirheumatic Agents,,DB00065
Gastrointestinal Agents,D005765,DB00065
Globulins,D005916,DB00065
Immunoglobulins,D007136,DB00065
Immunoproteins,D007162,DB00065
Immunosuppressive Agents,D007166,DB00065
Proteins,D011506,DB00065
Serum Globulins,D012712,DB00065
Tumor Necrosis Factor Alpha (TNF-α) Inhibitors,,DB00065
Tumor Necrosis Factor Blocker,,DB00065
"Amino Acids, Peptides, and Proteins",D000602,DB00066
Chorionic Gonadotropin,D006063,DB00066
Follicle Stimulating Hormone,D005640,DB00066
Genito Urinary System and Sex Hormones,,DB00066
Gonadotropins,D006062,DB00066
"Gonadotropins, Pituitary",D006065,DB00066
Hormones,D006728,DB00066
"Hormones, Hormone Substitutes, and Hormone Antagonists",D006730,DB00066
Luteinizing Hormone,D007986,DB00066
Peptide Hormones,D036361,DB00066
Peptides,D010455,DB00066
Pituitary Hormones,D010907,DB00066
"Pituitary Hormones, Anterior",D010908,DB00066
Placental Hormones,D010926,DB00066
Pregnancy Proteins,D011257,DB00066
Proteins,D011506,DB00066
Sex Hormones and Modulators of the Genital System,,DB00066
Thyrotropin,D013972,DB00066
"Amino Acids, Peptides, and Proteins",D000602,DB00067
Antidiuretic Agents,D050034,DB00067
Cardiovascular Agents,D002317,DB00067
Coagulants,D003029,DB00067
Hematologic Agents,D006401,DB00067
Hemostatics,D006490,DB00067
Hormones,D006728,DB00067
"Hormones, Hormone Substitutes, and Hormone Antagonists",D006730,DB00067
Natriuretic Agents,D045283,DB00067
Nerve Tissue Proteins,D009419,DB00067
Neuropeptides,D009479,DB00067
Oligopeptides,D009842,DB00067
Peptide Hormones,D036361,DB00067
Peptides,D010455,DB00067
Pituitary,,DB00067
Pituitary and Hypothalamic Hormones and Analogues,,DB00067
Pituitary Hormones,D010907,DB00067
"Pituitary Hormones, Posterior",D010909,DB00067
Posterior Pituitary Lobe Hormones,,DB00067
Proteins,D011506,DB00067
"Systemic Hormonal Preparations, Excl. Sex Hormones and Insulins",,DB00067
Vasoconstrictor Agents,D014662,DB00067
Vasopressin and Analogues,,DB00067
Vasopressins,D014667,DB00067
"Adjuvants, Immunologic",D000276,DB00068
"Amino Acids, Peptides, and Proteins",D000602,DB00068
Antineoplastic and Immunomodulating Agents,,DB00068
Biological Factors,D001685,DB00068
Cytokines,D016207,DB00068
Immunologic Factors,D007155,DB00068
Immunomodulatory Agents,,DB00068
Intercellular Signaling Peptides and Proteins,D036341,DB00068
Interferon Type I,D007370,DB00068
Interferon-beta,D016899,DB00068
Interferons,D007372,DB00068
Peptides,D010455,DB00068
Proteins,D011506,DB00068
"Adjuvants, Immunologic",D000276,DB00069
Alfa Interferons,,DB00069
"Amino Acids, Peptides, and Proteins",D000602,DB00069
Anti-Infective Agents,D000890,DB00069
Antineoplastic and Immunomodulating Agents,,DB00069
Antiviral Agents,D000998,DB00069
Biological Factors,D001685,DB00069
Cytokines,D016207,DB00069
Immunosuppressive Agents,D007166,DB00069
Intercellular Signaling Peptides and Proteins,D036341,DB00069
Interferon Type I,D007370,DB00069
Interferons,D007372,DB00069
Myelosuppressive Agents,,DB00069
Peptides,D010455,DB00069
Proteins,D011506,DB00069
"Amino Acids, Peptides, and Proteins",D000602,DB00070
Antigens,D000941,DB00070
"Antigens, Surface",D000954,DB00070
Biological Factors,D001685,DB00070
Blood and Blood Forming Organs,,DB00070
Carbohydrates,D002241,DB00070
Carbon-Oxygen Lyases,D019757,DB00070
Enzymes,D004798,DB00070
Enzymes and Coenzymes,D045762,DB00070
Glycoconjugates,D006001,DB00070
Glycoproteins,D006023,DB00070
Glycoside Hydrolases,D006026,DB00070
Hydrolases,D006867,DB00070
Lyases,D008190,DB00070
Membrane Glycoproteins,D008562,DB00070
Membrane Proteins,D008565,DB00070
Polysaccharide-Lyases,D011133,DB00070
Proteins,D011506,DB00070
Alimentary Tract and Metabolism,,DB00071
"Amino Acids, Peptides, and Proteins",D000602,DB00071
Blood Glucose Lowering Agents,D007004,DB00071
Cytochrome P-450 Enzyme Inducers,D065693,DB00071
Drugs Used in Diabetes,,DB00071
Hormones,D006728,DB00071
"Hormones, Hormone Substitutes, and Hormone Antagonists",D006730,DB00071
Insulin,D007328,DB00071
Insulins,D061385,DB00071
Insulins and Analogues,,DB00071
"Insulins and Analogues for Injection, Fast-Acting",,DB00071
"Insulins and Analogues for Injection, Intermediate- or Long-Acting Combined With Fast-Acting",,DB00071
"Insulins and Analogues for Injection, Intermediate-Acting",,DB00071
"Insulins and Analogues for Injection, Long-Acting",,DB00071
Pancreatic Hormones,D010187,DB00071
Peptide Hormones,D036361,DB00071
Peptides,D010455,DB00071
Proinsulin,D011384,DB00071
Protein Precursors,D011498,DB00071
Proteins,D011506,DB00071
"Amino Acids, Peptides, and Proteins",D000602,DB00072
Antibodies,D000906,DB00072
"Antibodies, Monoclonal",D000911,DB00072
"Antibodies, Monoclonal, Humanized",D061067,DB00072
Antineoplastic Agents,D000970,DB00072
Antineoplastic and Immunomodulating Agents,,DB00072
Blood Proteins,D001798,DB00072
Globulins,D005916,DB00072
Immunoglobulins,D007136,DB00072
Immunoproteins,D007162,DB00072
Proteins,D011506,DB00072
Serum Globulins,D012712,DB00072
"Amino Acids, Peptides, and Proteins",D000602,DB00073
Antibodies,D000906,DB00073
"Antibodies, Monoclonal",D000911,DB00073
"Antibodies, Monoclonal, Murine-Derived",D058846,DB00073
Antineoplastic Agents,D000970,DB00073
Antineoplastic and Immunomodulating Agents,,DB00073
Antirheumatic Agents,D018501,DB00073
Biologics for Rheumatoid Arthritis Treatment,,DB00073
Blood Proteins,D001798,DB00073
CD20-directed Cytolytic Antibody,,DB00073
Globulins,D005916,DB00073
Immunoglobulins,D007136,DB00073
Immunologic Factors,D007155,DB00073
Immunoproteins,D007162,DB00073
Immunosuppressive Agents,D007166,DB00073
Myelosuppressive Agents,,DB00073
Proteins,D011506,DB00073
Serum Globulins,D012712,DB00073
"Amino Acids, Peptides, and Proteins",D000602,DB00074
Antibodies,D000906,DB00074
"Antibodies, Blocking",D019138,DB00074
Antineoplastic and Immunomodulating Agents,,DB00074
Blood Proteins,D001798,DB00074
Globulins,D005916,DB00074
Immunoglobulins,D007136,DB00074
Immunologic Factors,D007155,DB00074
Immunoproteins,D007162,DB00074
Immunosuppressive Agents,D007166,DB00074
Interleukin Inhibitors,,DB00074
Interleukin-2 Receptor Blocking Antibody,,DB00074
Proteins,D011506,DB00074
Recombinant Proteins,D011994,DB00074
Serum Globulins,D012712,DB00074
"Amino Acids, Peptides, and Proteins",D000602,DB00075
Antibodies,D000906,DB00075
"Antibodies, Monoclonal",D000911,DB00075
"Antibodies, Monoclonal, Murine-Derived",D058846,DB00075
Antineoplastic and Immunomodulating Agents,,DB00075
Blood Proteins,D001798,DB00075
CD3 Blocker Immunosuppressant,,DB00075
Globulins,D005916,DB00075
Immunoglobulin G,D007074,DB00075
Immunoglobulin Isotypes,D007132,DB00075
Immunoglobulins,D007136,DB00075
Immunologic Factors,D007155,DB00075
Immunoproteins,D007162,DB00075
Immunosuppressive Agents,D007166,DB00075
Proteins,D011506,DB00075
Selective Immunosuppressants,,DB00075
Serum Globulins,D012712,DB00075
Antidotes,D000931,DB00076
Immunoglobulin G,D007074,DB00076
Serum,D044967,DB00076
"Amino Acids, Peptides, and Proteins",D000602,DB00078
Antibodies,D000906,DB00078
"Antigens, CD20",D018951,DB00078
Blood Proteins,D001798,DB00078
Globulins,D005916,DB00078
Immunoglobulins,D007136,DB00078
Immunoproteins,D007162,DB00078
Immunosuppressive Agents,D007166,DB00078
"Lymphoma, B-Cell",D016393,DB00078
